	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
regelmatig/adj	0.70486474	0.67281795	0.79066014	0.7257136	0.84303766	0.8715385	0.8735908	0.803098	0.8615433	0.87796193	0.8605159	0.80187523	0.8440364	0.8071232	0.8186437	0.8911778	0.8229754	0.89995426	0.9319817	0.8481812	0.8843496	0.8646265	0.7747189	0.76877284	0.817476	0.8090084	0.7878631	0.8608456	0.8158493	0.95267373	0.7390571	0.86908436	0.93832606	0.8131591	0.8380038	0.7744647	0.7985279	0.73132086	0.64938444	0.7527865	0.8838292	0.76653147	0.85248446	0.663723	0.90724033	0.7885438	0.70400536	0.84328413	0.87797123	0.889971	0.8796106	0.7875752	0.64762056	0.8144521	0.75595295	0.89883935	0.8038171	0.8121784	0.73524415	0.92650235	0.6896919	0.8695847	0.8756641	0.8631878	0.80540264	0.7968416	0.88565636	0.6915604	0.7675855	0.84414804	0.84507275	0.8027203	0.729653	0.9223359	0.7207054	0.909899	0.90332425	0.88436365	0.8265182	0.84307975	0.8418319	0.90268636	0.91413194	0.8552704	0.72085977	0.7655151	0.93808585	0.70565236	0.7359861	0.8176009	0.9111533	0.8547631	0.8310052	0.80202025	0.77417934	0.6832849	0.6631614	0.49266136	0.8771104	0.77930945	0.8129335	0.90859425	0.80131406	0.9372159	0.7052375	0.92574644	0.6815486	0.0	0.7435777	0.8310072	0.77304035	0.68051887	0.63750297	0.87284815	0.8493808	0.9051615	0.93332744	0.85324186	0.8089051	0.89962196	0.8400266	0.8457464	0.7535073	0.6147795	0.8143393	0.6918886	0.7008691	0.83675337	0.8110909	0.84283996	0.93542725	0.8690195	0.76631916	0.86055124	0.8521682	0.8376193	0.7950338	0.5989029	0.4959066	0.8096763	0.866981	0.86123157	0.83803284	0.8056247	0.9767208	0.69214725	0.9209128	0.88171065	0.55462444	0.70339406	0.82185006	0.79762733	0.7249116	0.7997452	0.8694054	0.78908503	0.6945305	0.75015527	0.6013291	0.7616006	0.84152377	0.763901	0.83388615	0.8476864	0.762481	0.7904795	0.8172482	0.81378156	0.7662457	0.7480341	0.925468	0.82736635	0.9207859	0.7705861	0.7579142	0.75388443	0.8237478	0.84908175	0.9221914	0.89311516	0.7864443	0.7098795	0.81013656	0.8139968	0.4866907	0.9372885	0.9013995	0.8543519	0.9396169	0.8776312	0.82724655	0.848452	0.7382023	0.833215	0.4837976	0.8754368	0.7517602	0.89826816	0.7923188	0.8277292	0.76946896	0.8578599	0.74974465	0.7404474	0.7885387	0.7260654	0.88177145	0.79397875
toestand/noun	0.8160157	0.61666125	0.8129988	0.7616401	0.855587	0.6303942	0.7221313	0.8185123	0.8168031	0.6005266	0.765344	0.7007067	0.80167776	0.81801504	0.854143	0.80330163	0.56954455	0.9336713	0.8931879	0.8376955	0.91565216	0.75799054	0.8039791	0.8764548	0.86014926	0.89940804	0.85167235	0.74406695	0.84697723	0.84531933	0.81870985	0.87104356	0.9327537	0.62387776	0.9233153	0.7290431	0.8269286	0.91097	0.84805995	0.8095773	0.9478171	0.73624194	0.7708052	0.85206926	0.8854064	0.7612034	0.9120956	0.81841373	0.7937239	0.8624906	0.8565346	0.654383	0.7428131	0.64590144	0.9535006	0.45276648	0.90110403	0.86664057	0.9916987	0.93749034	0.93904805	0.732438	0.93755096	0.889792	0.69918907	0.8691481	0.898224	0.79904014	0.9662249	0.91208416	0.853678	0.70894754	0.82365024	0.79759794	0.89184576	0.8328403	0.86993665	0.59633636	0.9008329	0.8184647	0.77369857	0.9156846	0.49832124	0.713482	0.8004432	0.89186627	0.77386326	0.70451385	0.9773514	0.85147417	0.77608675	0.8334373	0.7181885	0.9025745	0.7122519	0.6615591	0.85324395	0.7340369	0.61743826	0.8126396	0.7696835	0.8429863	0.6833241	0.7072834	0.76245403	0.83947074	0.6003455	0.7435777	0.0	0.71474016	0.89817435	0.84348994	0.7735257	0.84923345	0.8773221	0.9230123	0.59481215	0.82553005	0.70625347	0.75183374	0.812755	0.9346719	0.8683582	0.7166831	0.7383845	0.8768459	0.9342442	0.65521264	0.9217424	0.6515653	0.8705244	0.71340334	0.9000639	0.65218514	0.9061066	0.8952293	0.9207977	0.78199136	0.85214627	0.3501553	0.78393525	0.77707195	0.7555859	0.68732995	0.7745075	0.7195027	0.88571054	0.8035292	0.7733625	0.8688998	0.89698	0.96236	0.7074275	0.9633887	0.27557284	0.8372981	0.7046112	0.76144373	0.8229376	0.7811523	0.80582255	0.77793217	0.7982236	0.75354034	0.7102831	0.80386853	0.84882325	0.82870686	0.7654549	0.79782766	0.8319733	0.9256793	0.7643467	0.88358194	0.916378	0.7522861	0.78256303	0.49890304	0.74948096	0.9635687	0.86407495	0.9437228	0.89743376	0.53672093	0.6316854	0.61248624	0.9182559	0.9723636	0.9286073	0.80052626	0.80898577	0.934528	0.72460824	0.84343827	0.882281	0.9057884	0.79509175	0.58290637	0.86785245	0.6141945	0.7053474	0.77211756	0.71064687	0.7409039	0.8522079	0.82078093	0.75747955	0.8656617
film/noun	0.6938146	0.8119143	0.835981	0.6954935	0.8549436	0.9756111	0.69452614	0.9084157	0.83819	0.8813787	0.86031884	0.8199542	0.98854464	0.779749	0.89487714	0.9119008	0.8818892	0.95752823	0.881007	0.91132975	0.9136807	0.8768127	0.83433294	0.7790071	0.83521235	0.94010067	0.6247544	0.6361335	0.6329552	0.77937955	0.8539493	0.8573533	0.940836	0.7671467	0.8112497	0.7750857	0.9501455	0.92292356	0.8187192	0.9270142	0.9777185	0.86583036	0.84029114	0.7150706	0.90656877	0.911465	0.8788131	0.9444663	0.69963074	0.8620137	0.5487491	0.81901324	0.6672486	0.73494613	0.8951236	0.85567373	0.67988735	0.8142388	0.94715554	0.9521385	0.9649725	0.72605675	0.8946551	0.9067505	0.98512846	0.87917495	0.9261582	0.6392173	0.85833514	0.73493123	0.94894564	0.7456996	0.7747245	0.86721975	0.81411326	0.84176564	0.59587	0.7660634	0.8313254	0.78459394	0.6263112	0.92758185	0.9270822	0.79826456	0.83590245	0.90569675	0.8584398	0.7329476	0.95055073	0.9181222	0.93580884	0.8563224	0.7573629	0.9175668	0.82348156	0.60988307	0.9136882	0.87613845	0.9354211	0.4763447	0.90660715	0.84113026	0.8895545	0.97026193	0.730555	0.8849172	0.7492049	0.8310072	0.71474016	0.0	0.9111276	0.91005695	0.97638905	0.8491272	0.924263	0.92428946	0.9617043	0.8621361	0.41597456	0.8682176	0.8499571	0.8927221	0.8387886	0.7575366	0.88876563	0.751062	0.8413516	0.95461655	0.888343	0.56780845	0.8761957	0.90110457	0.9708397	0.84826934	0.96602833	0.9272105	0.823748	0.80703235	0.81259173	0.72243667	0.7420125	0.87539786	0.74771655	0.7242602	0.8281427	0.8791237	0.9275957	0.8533487	0.7075269	0.841286	0.9322271	0.6073942	0.8433965	0.9493512	0.72258353	0.7889397	0.92821956	0.8676665	0.6828629	0.8480991	0.8578452	0.89159834	0.91569096	0.8459133	0.9639314	0.7750473	0.9112497	0.8967025	0.869285	0.86505425	0.8937814	0.9051824	0.9376065	0.74839306	0.8326107	0.75569665	0.68586314	0.79254615	0.6035516	0.9445739	0.7064344	0.8673885	0.90145594	0.85146576	0.7706465	0.9001818	0.83291405	0.9801983	0.90972	0.79144645	0.8146013	0.9000659	0.7197464	0.89269334	0.9188554	0.82299376	0.7566612	0.6532517	0.7853576	0.82791924	0.5571925	0.88089	0.918205	0.9821057	0.80978835	0.79220814	0.9591879	0.9279553
binnenlands/adj	0.83366704	0.89256805	0.6852642	0.7749054	0.907071	0.89034945	0.8693374	0.5968373	0.8977545	0.7901846	0.97813004	0.76574343	0.68893826	0.87719697	0.9298901	0.8204051	0.8942464	0.9227266	0.8030913	0.62439734	0.8735575	0.8106633	0.75605553	0.8427145	0.9885797	0.9941995	0.9066155	0.8717674	0.888793	0.90587455	0.8710477	0.7532797	0.9923861	0.86721843	0.9437046	0.9121202	0.91067106	0.9352383	0.8544089	0.6988995	0.8000208	0.8864701	0.8744366	0.9289421	0.88845325	0.9181827	0.73875344	0.70524585	0.8247145	0.6196572	0.9643749	0.76861596	0.99045175	0.72592676	0.8790297	0.862414	0.9161074	0.8995413	0.9700243	0.96793026	0.98594475	0.93138736	0.94474006	0.9590868	0.9340943	0.6805426	0.85462	0.8500827	0.867824	0.9101048	0.81489414	0.9680619	0.954716	0.8259763	0.9506036	0.7877067	0.9468582	0.79281044	0.86236787	0.872745	0.8591326	0.94762397	0.9088564	0.70375496	0.9382121	0.9332552	0.8590131	0.7597133	0.9817808	0.8009065	0.8838615	0.8032141	0.89334667	0.9251886	0.7802964	0.93836194	0.80980587	0.9747629	0.90275276	0.939915	0.7525327	0.6516822	0.91211414	0.7271472	0.89402133	0.9369097	0.9538787	0.77304035	0.89817435	0.9111276	0.0	0.7873248	0.9956099	0.76560336	0.81958854	0.9529267	0.7766049	0.95053935	0.9577331	0.9337451	0.8292496	0.73844194	0.6551229	0.8811492	0.86666673	0.6777218	0.9134035	0.8688272	0.69293565	0.70533764	0.87835693	0.62189186	0.7499531	0.6422396	0.9349337	0.96634024	0.90337324	0.5662184	0.82581115	0.9048412	0.97360635	0.8387548	0.7543962	0.8796072	0.94704545	0.7515976	0.9324131	0.8107884	0.834748	0.94336486	0.8840387	0.89912057	0.7569508	0.9455197	0.87631345	0.76396817	0.91037375	0.73750126	0.85504556	0.898314	0.71533	0.70608556	0.7192186	0.8500787	0.9708178	0.8608721	0.85555696	0.82492626	0.9617858	0.9135506	0.5093096	0.63561684	0.7480364	0.9076171	0.979482	0.8140719	0.91378415	0.63004136	0.96628165	0.99630576	0.8704268	0.94791746	0.9601506	0.9374538	0.8071064	0.8913575	0.9603037	0.84379095	0.9194397	0.74230206	0.92300916	0.946726	0.7666539	0.90302265	0.8803382	0.89356005	0.6158867	0.8763295	0.7295029	0.6697902	0.7589374	0.8715696	0.8906631	0.9823736	0.76025033	0.95803756	0.738144	0.8718351
plotseling/adj	0.7019776	0.8477387	0.8254781	0.77450144	0.90249294	0.7915658	0.6996265	0.86113197	0.60084605	0.90836924	0.85407346	0.8206271	0.9071964	0.89056206	0.85193616	0.92422044	0.91579056	0.8356431	0.85184944	0.8723134	0.8194081	0.91425115	0.7247019	0.8539337	0.9482963	0.8998399	0.8476344	0.90295255	0.924651	0.9144835	0.7452979	0.8610764	0.9260516	0.8365434	0.88308483	0.78545195	0.7880682	0.876573	0.8901776	0.9826059	0.89615	0.6946261	0.75345516	0.8678514	0.87025094	0.7591943	0.9042206	0.96736884	0.95625234	0.9372021	0.9126714	0.6698221	0.9477079	0.83415735	0.90999734	0.84784436	0.9164995	0.913616	0.9466362	0.8289772	0.89589417	0.6705593	0.7084971	0.94546074	0.936362	0.76221967	0.98051196	0.7822338	0.8985828	0.8747822	0.8502649	0.6628692	0.8846507	0.9309021	0.8967568	0.75293475	0.9170364	0.95278955	0.9200571	0.7834919	0.8947419	0.905192	0.9100123	0.80087364	0.9448753	0.8848612	0.7935003	0.8182888	0.74666035	0.8969784	0.8339223	0.7845896	0.737865	0.8930097	0.7383289	0.7317494	0.8527724	0.7345719	0.9172768	0.8352041	0.957582	0.81299585	0.85225415	0.87190837	0.83272076	0.74358255	0.8736418	0.68051887	0.84348994	0.91005695	0.7873248	0.0	0.807472	0.89756095	0.85558885	0.90226454	0.84156334	0.703557	0.8406142	0.7981634	0.9166934	0.73637474	0.70213383	0.6632515	0.7842725	0.81478506	0.9190045	0.9164921	0.8810594	0.8687373	0.7864896	0.8119145	0.91101545	0.83035004	0.9448862	0.78775656	0.81079966	0.7723658	0.91755533	0.9318963	0.81587887	0.94998	0.96456754	0.8384146	0.93699276	0.88221675	0.90291613	0.89154214	0.73815066	0.8015691	0.8449984	0.8300508	0.63862705	0.77676916	0.7654308	0.82421744	0.8245323	0.9118369	0.8611963	0.72497547	0.86125845	0.7590638	0.92558163	0.85269773	0.8869664	0.7065097	0.8821068	0.8588711	0.6986101	0.95570296	0.8618417	0.6957119	0.8683273	0.79342073	0.7992131	0.74691325	0.9117956	0.86938655	0.92054313	0.82190764	0.9062773	0.84723467	0.81177545	0.84780794	0.5951376	0.85143006	0.82943004	0.9138829	0.8613841	0.8765854	0.81651074	0.896087	0.87560403	0.94088703	0.7573687	0.7126036	0.73859984	0.9389376	0.6721363	0.7920488	0.93490934	0.9057364	0.705475	0.74061227	0.9120885	0.77577853	0.8998063	0.8885714
vracht_wagen/noun	0.88519937	0.691067	0.9279893	0.971834	0.9549677	0.6480348	0.9559847	0.9876506	0.9311044	0.96366006	0.9105717	0.853585	0.85736436	0.87783504	0.8926778	0.964712	0.93543905	0.9461147	0.93472916	0.99012744	0.8858961	0.9572156	0.8820571	0.93364775	0.971464	0.69523805	0.971019	0.9932696	0.98907626	0.8389038	0.8913111	0.95888484	0.90182644	0.96364015	0.8922484	0.887858	0.8306546	0.74815667	0.64035237	0.8641486	0.9197384	0.9188797	0.966123	0.92427367	0.9634864	0.90225303	0.874508	0.8913984	0.9299307	0.97791	0.9920589	0.9194573	0.87698746	0.9404829	0.9121222	0.84782934	0.9821824	0.9159716	0.8692012	0.97322637	0.8949845	0.94946516	0.95426434	0.9493867	0.67223465	0.9775278	0.9967215	0.88323474	0.88420415	0.91738206	0.73702514	0.94899166	0.840091	0.96602905	0.8978863	0.9566898	0.99447596	0.9569565	0.82268995	0.9613195	0.96859926	0.920248	0.7437308	0.9960266	0.8925005	0.79898834	0.98441255	0.8229978	0.93285185	0.90433645	0.85474193	0.8214557	0.86066055	0.80740225	0.90869176	0.8905311	0.74065936	0.54570293	0.72315824	0.9398249	0.9388404	0.98543453	0.8454186	0.8269341	0.8693386	0.8482348	0.77869385	0.63750297	0.7735257	0.97638905	0.9956099	0.807472	0.0	0.9291497	0.88049763	0.8603854	0.86741185	0.9751854	0.945515	0.91695434	0.9165456	0.9931231	0.92465746	0.9011427	0.9891028	0.9851927	0.88245773	0.7720516	0.9981543	0.9404185	0.948466	0.97042304	0.93989646	0.9761523	0.9786117	0.79207253	0.82127523	0.9509317	0.78335404	0.884758	0.93473774	0.9017299	0.896886	0.8502517	0.9932488	0.73232806	0.998371	0.9789418	0.75454736	0.5861566	0.6798246	0.9572294	0.8873533	0.92970115	0.82207865	0.9716647	0.49841207	0.92822313	0.93782675	0.85177755	0.9662145	0.8834044	0.9751179	0.99292177	0.6695968	0.8997748	0.8145125	0.8789016	0.8819094	0.72864264	0.9931334	0.91514206	0.9842636	0.9050203	0.9011135	0.86039704	0.98588294	0.9570081	0.9756988	0.7853123	0.85140496	0.68907845	0.6163193	0.73770046	0.8283737	0.9667398	0.9498509	0.9923361	0.8792566	0.93659055	0.89245	0.95343286	0.9703492	0.78339887	0.57767725	0.8959522	0.94945806	0.9731495	0.9818285	0.9667958	0.96956235	0.88430834	0.9810052	0.20964867	0.98423	0.8691816	0.9642801	0.8964931
kritiek/noun	0.75411344	0.8270989	0.6284203	0.91562843	0.9658344	0.98390716	0.72689855	0.61400163	0.874318	0.68836904	0.84714705	0.72779334	0.7134459	0.86082184	0.86877275	0.8932001	0.8467756	0.94360304	0.8804	0.9096207	0.76112235	0.8694774	0.5632076	0.98433846	0.9547296	0.91643274	0.9133969	0.9593238	0.8444515	0.934186	0.80014294	0.924744	0.9731926	0.67801505	0.82329947	0.7571733	0.8700404	0.9433566	0.84128594	0.7765169	0.834979	0.8350222	0.7691363	0.96783674	0.8002493	0.80345076	0.95247847	0.8725587	0.90403545	0.9420122	0.911063	0.7232966	0.9332176	0.7680524	0.96430737	0.79575515	0.9289369	0.86774904	0.9374471	0.9249401	0.9383256	0.7291992	0.9534882	0.8926382	0.96340007	0.722401	0.91067934	0.7843153	0.9687627	0.89820355	0.9251118	0.82539314	0.889033	0.833323	0.954724	0.67141426	0.89032066	0.7928914	0.94849795	0.84248745	0.64710164	0.91979	0.80406594	0.8294513	0.865296	0.834526	0.91184294	0.8369492	0.9884863	0.8840132	0.9863842	0.83922184	0.5702702	0.78414726	0.7045127	0.7716359	0.8782503	0.91071856	0.9115885	0.90591323	0.67218304	0.8329172	0.9082065	0.90512395	0.7697369	0.83066416	0.7225363	0.87284815	0.84923345	0.8491272	0.76560336	0.89756095	0.9291497	0.0	0.98119473	0.9684952	0.973971	0.79011863	0.9067355	0.89642155	0.91664785	0.92629087	0.92207724	0.723366	0.8723438	0.82732433	0.7346518	0.9536601	0.90153474	0.8299886	0.85874236	0.7385506	0.9181892	0.9133274	0.9776883	0.92582184	0.7523498	0.75613356	0.94369924	0.700003	0.8978716	0.9007468	0.6844543	0.886535	0.91592187	0.868058	0.9426129	0.86466503	0.7316987	0.9299347	0.90431345	0.93479896	0.7576499	0.8941101	0.73685396	0.79674655	0.943162	0.92539865	0.89834124	0.8742825	0.84980595	0.78410614	0.8225234	0.8539119	0.9587152	0.70966315	0.75316644	0.9202751	0.97845775	0.9857161	0.7959109	0.9077703	0.7995485	0.79046094	0.90330446	0.8275465	0.8902926	0.6691421	0.94191074	0.9383106	0.76042277	0.8871318	0.8648046	0.90371966	0.7871197	0.8549069	0.9384931	0.88584596	0.918901	0.63349736	0.77702177	0.8667259	0.84793067	0.8559744	0.9369426	0.80748963	0.71411973	0.79116094	0.83403695	0.6833227	0.73525304	0.8006044	0.65073794	0.89799196	0.86270857	0.8990991	0.7277521	0.9035374
duur/verb	0.8820537	0.8737099	0.6276982	0.92554253	0.54043293	0.84017724	0.82170975	0.9685299	0.6232743	0.9174246	0.80889004	0.7796915	0.9406607	0.92388314	0.92907023	0.9681223	0.9643961	0.8729452	0.93289983	0.88148767	0.90526354	0.848829	0.9021338	0.57897526	0.9962259	0.8231571	0.95004463	0.82565016	0.9545138	0.7378918	0.7415471	0.6772411	0.78967834	0.8772882	0.84078234	0.8740923	0.8454559	0.7494633	0.604169	0.8994051	0.9522272	0.765422	0.8060039	0.8150674	0.8246473	0.6443976	0.8951967	0.79411536	0.85543466	0.9552274	0.96957433	0.84136814	0.8558395	0.91503125	0.8417699	0.9179315	0.95642346	0.7844011	0.7858717	0.95175254	0.9018073	0.8890563	0.9252551	0.7798253	0.8989021	0.92096525	0.89622194	0.95738685	0.460118	0.6867882	0.8420999	0.8831168	0.7457061	0.8555992	0.6786573	0.78869903	0.9256953	0.93554896	0.93401283	0.7856189	0.88633513	0.8210758	0.9553077	0.9154324	0.95657927	0.8366924	0.82983255	0.8886748	0.8856997	0.64057267	0.8564006	0.7765685	0.80393624	0.96307963	0.7629167	0.92414033	0.801975	0.89284474	0.8355169	0.915333	0.80974996	0.96128726	0.9054011	0.6888432	0.79515433	0.7535316	0.93443114	0.8493808	0.8773221	0.924263	0.81958854	0.85558885	0.88049763	0.98119473	0.0	0.9444221	0.7629096	0.63479364	0.8852963	0.9036435	0.85092306	0.91383624	0.8714312	0.8319696	0.9391769	0.8905585	0.86087346	0.9137468	0.974214	0.80840427	0.9001032	0.93165624	0.66561824	0.8424313	0.86457884	0.6952094	0.9798006	0.7370386	0.63145757	0.88392925	0.9501407	0.84246606	0.90985733	0.8569851	0.7701635	0.570814	0.7196467	0.7919093	0.71316415	0.8019948	0.80966944	0.9758472	0.85342056	0.8530073	0.89018875	0.9876877	0.96843755	0.8645139	0.8049875	0.87504655	0.74213207	0.8734351	0.8518838	0.85832536	0.86210907	0.81762046	0.8822323	0.79259086	0.7147785	0.9919254	0.80540216	0.76720756	0.9414227	0.9737797	0.9537976	0.7892606	0.7923103	0.88990223	0.8291834	0.78320944	0.75832605	0.7327508	0.8721984	0.9348683	0.8257646	0.93935037	0.7321596	0.89716405	0.8981562	0.86781204	0.8105394	0.7903798	0.79671514	0.99669755	0.6797075	0.9422249	0.8945478	0.93353796	0.85906017	0.9157267	0.8951855	0.8255529	0.96418375	0.87244195	0.74705017	0.93752956	0.9021097	0.6944251
ga_op/verb	0.93644935	0.8943655	0.85689914	0.95330024	0.9225903	0.8873875	0.9509927	0.9696606	0.84181255	0.9650573	0.8836732	0.9374066	0.902946	0.95942885	0.90298754	0.90749705	0.86541396	0.99245787	0.91523427	0.9364292	0.8103811	0.9453723	0.73779964	0.92766297	0.91873956	0.9506523	0.93962663	0.8274358	0.98360103	0.8733076	0.9477789	0.87734044	0.9334245	0.95717204	0.9416035	0.8665949	0.9179859	0.7934289	0.9097079	0.9730701	0.9195166	0.9120826	0.8112258	0.9324096	0.94281566	0.8023887	0.9033056	0.91878086	0.8759266	0.82565546	0.78755057	0.8362282	0.9382752	0.8681826	0.979534	0.93789357	0.8129478	0.9439589	0.98155314	0.9286362	0.4741304	0.9601953	0.6772864	0.96027726	0.92217124	0.95627904	0.9835198	0.9563657	0.7465126	0.92219007	0.90508944	0.9396252	0.91435695	0.92840534	0.8569231	0.9254483	0.9506257	0.91173613	0.89343274	0.9422201	0.97219706	0.99163103	0.8991737	0.9823471	0.9745491	0.7736851	0.9697207	0.9398689	0.9647683	0.8677535	0.9001818	0.89653164	0.93615514	0.9154441	0.91858023	0.9355787	0.7163285	0.88822114	0.9192407	0.8258394	0.89161676	0.9457702	0.9363575	0.8645473	0.84664214	0.9675399	0.92210215	0.9051615	0.9230123	0.92428946	0.9529267	0.90226454	0.8603854	0.9684952	0.9444221	0.0	0.9451582	0.9146368	0.8965306	0.94091666	0.9515141	0.9371549	0.7043344	0.7770829	0.9365773	0.98747003	0.9688413	0.93132883	0.9392224	0.883353	0.8886615	0.967066	0.95713663	0.93589634	0.88797796	0.9224013	0.91840094	0.9267674	0.9250086	0.9463339	0.8718411	0.90321344	0.8716342	0.8782688	0.99019635	0.90166986	0.96596795	0.79282486	0.9301404	0.83189076	0.88304424	0.9633162	0.86939937	0.8936529	0.93358207	0.95083773	0.853085	0.8800336	0.69562924	0.9596196	0.93518317	0.91622955	0.912476	0.90926397	0.67709005	0.92421514	0.92129004	0.7141511	0.82435435	0.82071775	0.9568738	0.9296916	0.9633502	0.98133326	0.763335	0.9318822	0.96118355	0.9529028	0.94328326	0.8945956	0.9134232	0.9003816	0.66552114	0.9261398	0.9094441	0.9543919	0.87700546	0.99016994	0.7932439	0.9342594	0.7595353	0.94877076	0.89584786	0.92873657	0.8737421	0.86626315	0.88878644	0.8989096	0.9426987	0.9062626	0.9432333	0.8791004	0.9294774	0.77668214	0.8965451	0.7556781	0.957402	0.910294
verkeer/verb	0.9479642	0.7973503	0.83767736	0.7178313	0.8599942	0.44989747	0.81036687	0.97208315	0.9094808	0.94798565	0.8833916	0.81121737	0.836327	0.90770566	0.8646052	0.8769434	0.79909503	0.7621485	0.90118223	0.92220116	0.7757135	0.64668334	0.8533149	0.68824255	0.96698904	0.9285142	0.94611484	0.7061922	0.9233663	0.9123459	0.7566715	0.72632766	0.95277363	0.83933836	0.8684475	0.791447	0.8387939	0.9525899	0.8795543	0.9023339	0.9229488	0.8931691	0.86816573	0.85858405	0.8190243	0.88670886	0.8105827	0.75556624	0.9168042	0.87503207	0.9469259	0.8013124	0.9061207	0.81634986	0.95575875	0.7991952	0.9130298	0.76421374	0.9913624	0.92408293	0.948907	0.93900514	0.94387347	0.940685	0.73124224	0.9030818	0.8251601	0.8123301	0.9832976	0.8522223	0.5287038	0.88485736	0.94185257	0.75385404	0.96269816	0.945489	0.9274058	0.825024	0.81705534	0.9202639	0.9483188	0.98625714	0.66925013	0.8204388	0.8897593	0.9024645	0.9176853	0.7375214	0.9643759	0.8629177	0.5950542	0.8135355	0.7661171	0.94428605	0.8608376	0.9229547	0.7651343	0.82245016	0.5870021	0.9403927	0.73888266	0.9364389	0.6225928	0.4205461	0.86257845	0.8675786	0.84328014	0.93332744	0.59481215	0.9617043	0.7766049	0.84156334	0.86741185	0.973971	0.7629096	0.9451582	0.0	0.93134534	0.9569037	0.8557369	0.8191939	0.89483666	0.8682211	0.88147587	0.87871116	0.93599945	0.9817377	0.66649675	0.90161926	0.7211876	0.90017635	0.905151	0.90328854	0.57239604	0.818977	0.9154393	0.79354995	0.6744609	0.86695707	0.7261668	0.8944763	0.69248104	0.90740883	0.94881314	0.7943602	0.67932487	0.8167484	0.76224613	0.879579	0.8241724	0.9195683	0.9733743	0.7476619	0.95966727	0.71056783	0.9401768	0.69926566	0.7678371	0.93816656	0.92249286	0.6428988	0.7871265	0.8610172	0.7305045	0.83738786	0.8602808	0.8772957	0.8613134	0.95396715	0.9104796	0.41718936	0.88915545	0.95304203	0.9704567	0.95485836	0.8408692	0.90608037	0.59489095	0.952729	0.9648543	0.9612714	0.9380303	0.9233625	0.63737667	0.8199866	0.63364506	0.8778804	0.7573225	0.88931316	0.8813355	0.9572878	0.929055	0.69515556	0.9074421	0.8890819	0.922012	0.8974624	0.7763485	0.9206489	0.6737372	0.8584515	0.80856407	0.84930515	0.8031653	0.7086464	0.910506	0.8066803	0.89167327
