	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
niet/adv	0.840158	0.7702458	0.8149768	0.7551545	0.98106027	0.9300364	0.5446487	0.82120264	0.9288306	0.7792028	0.6986421	0.9155178	0.9175739	0.8211665	0.85550594	0.930272	0.9340614	0.79946804	0.87043345	0.85311925	0.8488674	0.95167166	0.95600694	0.8782644	0.7193986	0.77666336	0.9324358	0.7265581	0.75830376	0.807218	0.91571754	0.75116855	0.95372725	0.8268812	0.8413071	0.6747892	0.7608656	0.6239009	0.5789994	0.91009694	0.71125233	0.7622026	0.8695592	0.75527585	0.9057196	0.9101826	0.89662385	0.8574077	0.8853273	0.836764	0.8644247	0.91345257	0.8680792	0.8360956	0.55890083	0.8793977	0.8581368	0.8994152	0.769571	0.8769841	0.8561364	0.8750439	0.8785938	0.8953481	0.8794482	0.8542454	0.7186253	0.91981494	0.9306248	0.8442707	0.8888333	0.7118581	0.80582273	0.86907375	0.9385737	0.82587564	0.8169595	0.68094915	0.63517296	0.7752181	0.9239841	0.9378589	0.665198	0.8353966	0.94554764	0.84585863	0.9368361	0.5608778	0.8793517	0.798514	0.79454887	0.85828197	0.7052665	0.86409104	0.86739224	0.0	0.69858354	0.9064167	0.86945283	0.7947836	0.7724322	0.96288127	0.8922583	0.91912395	0.863553	0.90358114	0.69468874	0.78997976	0.8394573	0.97139484	0.5266417	0.646634	0.7708093	0.7779035	0.9028055	0.9149426	0.88874197	0.91373914	0.9271035	0.8781802	0.92074853	0.88755864	0.91569334	0.85870975	0.5879926	0.8106489	0.7727091	0.8386867	0.7982615	0.7904194	0.97556746	0.8141341	0.92196196	0.93113476	0.8584833	0.8743792	0.8564214	0.9005953	0.89345175	0.931061	0.741325	0.85268635	0.9611577	0.8330715	0.9098984	0.84877026	0.9096886	0.63090277	0.76131207	0.90761465	0.84939027	0.889665	0.90145683	0.68926585	0.93617594	0.7067226	0.9159526	0.90284085	0.92654294	0.80157125	0.9266026	0.86216354	0.8458952	0.92064893	0.83559614	0.80125535	0.85619617	0.71434224	0.753844	0.6789571	0.86024207	0.799551	0.903968	0.7496022	0.7327491	0.8568361	0.8599316	0.9144776	0.82146955	0.9352013	0.8218614	0.7787408	0.90074205	0.79351777	0.88806087	0.878335	0.9322192	0.8076043	0.94355667	0.8918627	0.92338103	0.7798233	0.8698536	0.9778648	0.71989644	0.76866543	0.8685287	0.86381924
voorlopig/adj	0.7369672	0.77857536	0.8617002	0.65904236	0.87674654	0.98618406	0.66660595	0.87354743	0.871698	0.7451478	0.65544355	0.7956725	0.81271905	0.6753876	0.799263	0.82644737	0.6592938	0.65522575	0.75955486	0.729946	0.71650374	0.9301746	0.7354317	0.7450425	0.79097384	0.51261234	0.8192253	0.9256823	0.71979046	0.8949494	0.9108419	0.79304945	0.7837795	0.9076847	0.7651279	0.5992919	0.9024863	0.8061938	0.78604543	0.8897301	0.61938316	0.86395115	0.8970696	0.72314954	0.9483593	0.8560333	0.63731384	0.8669157	0.86035717	0.7974632	0.88418716	0.76209897	0.87978864	0.8711639	0.8088876	0.84755546	0.8520675	0.9357024	0.7346216	0.7655119	0.61261636	0.8395618	0.8883982	0.89166707	0.7576917	0.7630204	0.6623355	0.85171	0.6523622	0.7294847	0.90830266	0.8318933	0.8837827	0.80902314	0.8477899	0.7746337	0.52802265	0.75785774	0.7825661	0.80358434	0.9336488	0.78479767	0.6221287	0.8681519	0.70894265	0.818133	0.8799631	0.75172126	0.7695593	0.83985794	0.73639417	0.8784296	0.81237024	0.76435125	0.8823694	0.69858354	0.0	0.8986614	0.77024907	0.76331234	0.7036691	0.9360557	0.74373424	0.8468271	0.9202912	0.8316834	0.866239	0.6419668	0.87827224	0.9434182	0.5988576	0.6953999	0.85925543	0.86715305	0.87106293	0.854064	0.7378104	0.82629156	0.8849007	0.8612027	0.7160412	0.588569	0.832344	0.94147867	0.744993	0.93363047	0.7589705	0.8579809	0.7766241	0.881729	0.8930799	0.7356491	0.9202051	0.84660447	0.9427622	0.67925155	0.83073634	0.9096422	0.88407904	0.856486	0.76822174	0.86859965	0.9053349	0.7132468	0.78911144	0.8698792	0.8822688	0.6276954	0.7801878	0.6837674	0.7979846	0.73619807	0.68552005	0.5567094	0.668183	0.64686257	0.8886847	0.8334334	0.756961	0.6114886	0.7878046	0.812956	0.65540934	0.786198	0.8310969	0.7787297	0.7529626	0.61276424	0.9253391	0.7321917	0.77731407	0.67055035	0.82644844	0.9078972	0.68279296	0.9202751	0.687124	0.844101	0.6660296	0.9097403	0.74122834	0.81696427	0.8497094	0.7743992	0.8072546	0.7664279	0.72156847	0.75241125	0.89971095	0.7570511	0.87836015	0.7328775	0.91577256	0.93008965	0.76375633	0.7787478	0.6491388	0.90351135
trauma/noun	0.66913426	0.8071454	0.9086883	0.8361136	0.96903765	0.9611771	0.8975758	0.7994206	0.9295341	0.90555185	0.85207295	0.9179254	0.9653335	0.92050326	0.59918725	0.9827045	0.8882818	0.841412	0.9834477	0.9416829	0.7848973	0.9783339	0.9437338	0.9822316	0.8646178	0.80072844	0.99433196	0.87860566	0.79418874	0.96020234	0.9582632	0.69533145	0.94003797	0.7727541	0.7697004	0.8616374	0.9122369	0.96486115	0.9146085	0.9686222	0.9016249	0.8843273	0.82643604	0.8281529	0.90672046	0.7207476	0.8909999	0.83449996	0.8897998	0.9368498	0.9366524	0.7941634	0.8794242	0.9565061	0.905544	0.9250042	0.9554275	0.9136424	0.9017674	0.8659331	0.91413254	0.908089	0.87764215	0.79892987	0.8751044	0.93509775	0.8615803	0.82602704	0.7952607	0.8661548	0.7383645	0.89528567	0.9197443	0.8824383	0.8147143	0.8911524	0.87601185	0.9391954	0.9309121	0.9007451	0.80853003	0.8458818	0.8424415	0.912469	0.94365346	0.8957779	0.5915179	0.7598332	0.82280815	0.6296615	0.7751962	0.93739754	0.8884761	0.90665275	0.9359653	0.9064167	0.8986614	0.0	0.67575705	0.7695758	0.9280231	0.9729637	0.8751341	0.988889	0.98374987	0.8365184	0.9334264	0.904295	0.9496253	0.7759929	0.8681642	0.85400593	0.86957157	0.9730244	0.94913805	0.91785836	0.90161633	0.95196795	0.9105062	0.9061029	0.6364943	0.87987345	0.90850705	0.91982174	0.86293566	0.94133097	0.85459834	0.969867	0.8073656	0.8591286	0.9646575	0.64832455	0.8352518	0.8297372	0.921369	0.8557142	0.88948107	0.95773494	0.8904987	0.88343805	0.78057957	0.7205795	0.94544035	0.92707825	0.8096362	0.932149	0.88324034	0.9088888	0.8880544	0.95143783	0.91319704	0.9085705	0.8775757	0.8562733	0.93871874	0.81497324	0.84925824	0.9765652	0.69849885	0.88373387	0.869334	0.9002133	0.89230853	0.8651972	0.8397708	0.7807807	0.902641	0.8262062	0.7355467	0.86126876	0.9776336	0.8321345	0.7634559	0.9403877	0.9439592	0.74952745	0.93743855	0.9253919	0.8516834	0.94340354	0.94852364	0.8855247	0.8146571	0.81621397	0.8365837	0.91896415	0.94484556	0.8245395	0.7595527	0.70461905	0.9157737	0.8908585	0.95227545	0.88187015	0.8841557	0.70972043	0.84714854	0.93107253
letsel/noun	0.45658463	0.9212591	0.760396	0.7548495	0.9550559	0.96395254	0.8425258	0.92174774	0.8542651	0.8068955	0.5901418	0.64521676	0.94141686	0.80494	0.5032281	0.9782915	0.6057529	0.7891262	0.94628876	0.83234525	0.9087323	0.93897885	0.96339315	0.8854	0.72162116	0.6228409	0.9491761	0.88948363	0.6078489	0.92145723	0.96303713	0.6739422	0.88022166	0.9708119	0.8740396	0.8335995	0.9887655	0.8440653	0.8757225	0.9190635	0.83346725	0.92287034	0.9127374	0.9292245	0.8369521	0.6594601	0.67388403	0.991284	0.66026646	0.9209416	0.8583781	0.7773372	0.93910694	0.9436886	0.8581716	0.95611167	0.8364939	0.8838066	0.7973112	0.8076193	0.65684724	0.8873924	0.81747997	0.89950955	0.8246464	0.86045134	0.7477857	0.9876427	0.5671905	0.568557	0.911864	0.8596457	0.9392622	0.66792035	0.9035033	0.8244549	0.6622875	0.9322384	0.95007527	0.82811886	0.91656107	0.76137906	0.7600986	0.86134034	0.89671385	0.8846825	0.5854259	0.7408991	0.8023635	0.6081902	0.748163	0.90519357	0.9561721	0.88170195	0.93627465	0.86945283	0.77024907	0.67575705	0.0	0.6363828	0.6151971	0.9331208	0.6688006	0.9287102	0.65005636	0.9313447	0.8736913	0.7047079	0.65021515	0.9695333	0.77153504	0.7719574	0.9219227	0.88664633	0.9797209	0.91480196	0.8533632	0.95194864	0.91191494	0.87433964	0.4583637	0.7622132	0.7837132	0.9198148	0.8087773	0.87294143	0.6891329	0.94304085	0.8993385	0.571048	0.9285979	0.49147797	0.92460394	0.9165786	0.9765219	0.7054459	0.8929144	0.98601437	0.8977376	0.8262836	0.5355495	0.75164336	0.9233709	0.8507782	0.880452	0.6705109	0.84965163	0.89878005	0.8413391	0.60130787	0.9248943	0.7977701	0.76909864	0.7402861	0.80163753	0.84011626	0.8405346	0.9691529	0.49616367	0.68564284	0.80925715	0.8047807	0.7448282	0.8805955	0.8685913	0.5643791	0.704972	0.67843664	0.58977956	0.65306234	0.88956237	0.9033096	0.93739825	0.9504984	0.8625057	0.93954813	0.8725918	0.9516038	0.55820227	0.848066	0.8650627	0.9126372	0.7332013	0.47164184	0.8556036	0.9308641	0.8191863	0.7449548	0.7144998	0.5510404	0.9202079	0.8187872	0.9337422	0.95329726	0.8719997	0.90678287	0.7429408	0.9499416
eventueel/adj	0.7901784	0.8859754	0.8764832	0.84129095	0.9472372	0.99037474	0.7459825	0.85380924	0.8467198	0.90505934	0.7170824	0.8778167	0.76224196	0.8466686	0.6288365	0.9199268	0.6801585	0.6909216	0.8824467	0.78266734	0.7404269	0.9284835	0.915279	0.84696543	0.5990605	0.61329734	0.9407839	0.89949155	0.853448	0.9479072	0.89562654	0.6505153	0.883883	0.86982965	0.68905866	0.68894947	0.88695824	0.7575254	0.7552031	0.8309428	0.796829	0.70923996	0.9172528	0.6997442	0.8413444	0.65105236	0.82198405	0.80736136	0.776592	0.90486735	0.70400006	0.85419	0.8883851	0.6598204	0.7348839	0.8997422	0.69636536	0.9857335	0.7305273	0.7626989	0.8017359	0.85549843	0.85219634	0.8915814	0.7342712	0.933594	0.61488104	0.9637141	0.74401426	0.8388618	0.9121207	0.75923675	0.80492234	0.84815127	0.84469247	0.64887756	0.7445982	0.81298095	0.80740166	0.78749835	0.9175449	0.92358524	0.79265004	0.8660972	0.86344934	0.8302896	0.8092499	0.52831703	0.8236069	0.58918834	0.5348667	0.72482973	0.7563696	0.82107526	0.9236441	0.7947836	0.76331234	0.7695758	0.6363828	0.0	0.7238781	0.91566813	0.7242051	0.88416135	0.92745835	0.952205	0.7601681	0.90185666	0.86208373	0.9678947	0.65883833	0.8197407	0.76279944	0.7415322	0.9703689	0.81576276	0.869766	0.93407094	0.8734478	0.89963436	0.669536	0.84478414	0.86659604	0.88514715	0.579581	0.8771964	0.65089434	0.85078424	0.83987176	0.8102018	0.91487205	0.65192795	0.876176	0.8985303	0.8870413	0.69582635	0.88488543	0.9332942	0.88223445	0.82949007	0.77240765	0.6944471	0.95729136	0.78894067	0.94340193	0.88824016	0.8318823	0.86608994	0.9368299	0.86931366	0.8729757	0.8771765	0.68245393	0.72455084	0.8452337	0.83193815	0.7610513	0.8376496	0.69234884	0.8470162	0.80499256	0.8460311	0.77106076	0.7058649	0.9419141	0.74823403	0.75074714	0.6809102	0.70779574	0.77693105	0.91293603	0.8685121	0.8144884	0.68854856	0.8648969	0.8303375	0.88483125	0.7338532	0.74443626	0.7990732	0.9026228	0.9033192	0.8683594	0.6949848	0.8943877	0.8443814	0.8701619	0.7722833	0.7911859	0.6689342	0.82519394	0.58682764	0.9357968	0.9121772	0.76261127	0.87759936	0.63403356	0.831496
allicht/adv	0.6219949	0.9022617	0.7891953	0.63037395	0.95255315	0.9231765	0.832254	0.9280367	0.79874474	0.6570187	0.5731073	0.7080273	0.89043474	0.72223216	0.7614324	0.7820606	0.5613651	0.7799318	0.8721007	0.8727837	0.842687	0.88272744	0.95017713	0.7534934	0.68517524	0.4730497	0.7899433	0.91619754	0.6531004	0.94746953	0.9203079	0.82360137	0.9099568	0.9521349	0.8229476	0.7233998	0.96729124	0.8081948	0.7447222	0.8466077	0.7329693	0.87744516	0.9654199	0.8955253	0.8123882	0.87893176	0.43459457	0.9761819	0.8501545	0.8766089	0.9067352	0.85761374	0.93495977	0.87424827	0.76133764	0.9458977	0.87298125	0.9195136	0.75209844	0.77907836	0.7834983	0.95996934	0.7642224	0.8674086	0.7105783	0.6418607	0.60793537	0.945723	0.522334	0.7356079	0.9241625	0.92681056	0.9227683	0.8974998	0.93058383	0.8102335	0.5331879	0.87835306	0.795454	0.8734373	0.9547071	0.75575507	0.7393129	0.79040647	0.76133645	0.91766584	0.84583926	0.6711631	0.666873	0.8109331	0.7529868	0.85425055	0.8681749	0.846022	0.8591384	0.7724322	0.7036691	0.9280231	0.6151971	0.7238781	0.0	0.92556083	0.47227693	0.8769188	0.6577531	0.91229516	0.8148731	0.54512966	0.6882462	0.96266496	0.70573676	0.69395566	0.8099185	0.7954243	0.96398795	0.9099376	0.792509	0.93101215	0.8515542	0.54720366	0.754138	0.5431951	0.75608826	0.9478873	0.71949804	0.91331726	0.6863183	0.8465383	0.7714318	0.54736197	0.93797046	0.69415826	0.9744693	0.8105551	0.9017856	0.8011986	0.8433602	0.9044524	0.84682786	0.97015697	0.5868666	0.7547194	0.8402941	0.7044556	0.87726486	0.6053272	0.83378386	0.7078831	0.77087116	0.3729548	0.913653	0.6594689	0.78236043	0.8285348	0.5922493	0.62382865	0.8467152	0.838758	0.7179207	0.52527344	0.8930271	0.7493953	0.7154708	0.9638013	0.9151059	0.6174648	0.65112674	0.62578046	0.7556679	0.5375029	0.8931527	0.84455407	0.94313335	0.7904377	0.8809551	0.8781422	0.8975517	0.9328512	0.6145116	0.88877976	0.7791667	0.8266196	0.8810729	0.4213994	0.89154416	0.9498815	0.660211	0.5846566	0.8578616	0.7621062	0.94438076	0.8464172	0.8710446	0.95412505	0.7877077	0.8628776	0.6568974	0.8735796
reliëf/noun	0.91681194	0.877972	0.8455372	0.9595056	0.98313904	0.96385086	0.83178276	0.86022395	0.87641966	0.9120551	0.92145795	0.9863935	0.8320661	0.91924566	0.9571451	0.89990216	0.9209939	0.72462934	0.9552054	0.6294801	0.93363744	0.8548661	0.9658176	0.9124325	0.7974396	0.8212285	0.96679455	0.7987783	0.92080754	0.84186566	0.8978085	0.8895265	0.9097993	0.90412784	0.9030647	0.87250733	0.7957499	0.93485856	0.9435941	0.75937504	0.9100902	0.9042322	0.73944986	0.8542773	0.93391114	0.7845087	0.9371871	0.9178012	0.8866352	0.90596336	0.8492414	0.8833087	0.9295872	0.92867756	0.8730692	0.7096323	0.6932107	0.78456503	0.8575957	0.8628932	0.8664648	0.834821	0.8988471	0.87273985	0.8259289	0.93572915	0.89805675	0.90412694	0.81565547	0.9214531	0.93630326	0.93444103	0.87545955	0.77224815	0.7406721	0.7853922	0.8926964	0.9395669	0.94392276	0.8737458	0.9433081	0.8336362	0.8736951	0.9185766	0.95775914	0.8303465	0.8708715	0.88579166	0.91260207	0.9166767	0.8525463	0.7651898	0.89128554	0.88580793	0.9264102	0.96288127	0.9360557	0.9729637	0.9331208	0.91566813	0.92556083	0.0	0.8782432	0.9567261	0.89508104	0.93606484	0.80040205	0.9014961	0.93964654	0.9604636	0.90206426	0.8776366	0.84990585	0.8843432	0.80039257	0.9299624	0.8243032	0.9189182	0.7263347	0.92539406	0.9124175	0.9412523	0.90185374	0.8879712	0.85960025	0.7685045	0.68859893	0.95883393	0.75382626	0.89034784	0.9255809	0.8663181	0.93653	0.8761399	0.9390052	0.7763637	0.9674779	0.8781909	0.8598098	0.78459865	0.9054565	0.82486725	0.88780296	0.9304805	0.85970855	0.888652	0.8215159	0.9385416	0.95291084	0.98138535	0.7843264	0.9450558	0.7570338	0.9161787	0.9761799	0.8746436	0.88923097	0.9498438	0.91792893	0.92805374	0.8641941	0.9058277	0.95359343	0.76005954	0.93991673	0.88328016	0.9647866	0.903046	0.91690487	0.87657213	0.8664113	0.8867007	0.9426142	0.9385804	0.9097223	0.9211529	0.84775186	0.8037883	0.9576148	0.9101158	0.8617569	0.9177249	0.9070114	0.87902826	0.85552615	0.79082435	0.99096596	0.90115416	0.9639147	0.872103	0.81968224	0.8731828	0.87497085	0.60084176	0.72067845	0.9367726	0.81719494	0.8799003
herneem/verb	0.7087289	0.88147867	0.8191502	0.63106513	0.88806003	0.96058804	0.6907495	0.9120427	0.74424595	0.74500155	0.6728507	0.8096969	0.96413434	0.73095	0.77491754	0.92214066	0.6633508	0.86012566	0.95735914	0.71390486	0.80644333	0.9209348	0.8630272	0.8603007	0.7469686	0.621449	0.8614234	0.83103275	0.68671936	0.97589225	0.88447654	0.8675308	0.83308387	0.885573	0.85120165	0.67718434	0.8624885	0.82110727	0.85524404	0.80886763	0.7311691	0.87816674	0.9202695	0.90343004	0.9348086	0.80407375	0.6030253	0.8706172	0.7774792	0.8566836	0.92677176	0.7830622	0.90163636	0.97973245	0.81529474	0.8641023	0.9166981	0.85798484	0.80258226	0.8473383	0.7272619	0.8646261	0.8502643	0.90374774	0.7787085	0.81186956	0.7371019	0.9103039	0.51621884	0.7596156	0.9446113	0.8813978	0.8991258	0.79269797	0.9050838	0.84997916	0.43123227	0.8237405	0.8866868	0.8937986	0.9423353	0.7037459	0.6486938	0.7823585	0.736413	0.8659815	0.93512076	0.8495178	0.7187909	0.84093285	0.7680981	0.86341465	0.91152745	0.8105227	0.84119976	0.8922583	0.74373424	0.8751341	0.6688006	0.7242051	0.47227693	0.8782432	0.0	0.94373834	0.67485267	0.8651627	0.8536726	0.63084686	0.6982888	0.7981178	0.733115	0.6981717	0.8722031	0.8206926	0.89667064	0.83572453	0.79913753	0.84005	0.8494055	0.6681328	0.58975977	0.634423	0.74736345	0.8570998	0.65253484	0.83914286	0.74486804	0.8496461	0.7817409	0.5916585	0.8621985	0.75493497	0.8935835	0.78570276	0.94137824	0.7223091	0.8398144	0.7981014	0.73608017	0.9311681	0.6228094	0.74523056	0.7653522	0.75123	0.82515687	0.6583736	0.79411316	0.7261117	0.81696624	0.51426196	0.850493	0.6771977	0.8037362	0.73064065	0.5912395	0.5138829	0.8502963	0.8631845	0.68647146	0.53920174	0.8864894	0.7646968	0.76773334	0.8482499	0.8439765	0.59014916	0.7808108	0.67524	0.8431107	0.50967324	0.8882413	0.8354167	0.82571125	0.9131644	0.8375045	0.9147367	0.8163947	0.92826736	0.56623334	0.8874801	0.834198	0.8715358	0.874261	0.4916497	0.8579659	0.8819207	0.7028122	0.6372137	0.8803386	0.67162573	0.96932894	0.79482126	0.86616814	0.9298756	0.8832353	0.768166	0.6471094	0.8866996
beurs_fonds/noun	0.94067556	0.86773485	0.9764463	0.95781404	0.30851388	0.91300035	0.82412535	0.8708536	0.61089	0.9505735	0.741837	0.95606077	0.82490027	0.8202672	0.9694782	0.6241672	0.64823455	0.87159353	0.78034616	0.85642666	0.6629243	0.9815688	0.5444262	0.83891755	0.86450225	0.85804236	0.8506398	0.83714825	0.90041596	0.88990575	0.3792919	0.8975232	0.29367214	0.9356907	0.9218904	0.7419602	0.89216495	0.96077967	0.9339306	0.9526448	0.8926699	0.91592807	0.934572	0.94949496	0.9558726	0.9024907	0.95825005	0.98150754	0.903817	0.92780626	0.9110826	0.936342	0.9025531	0.9570211	0.8538928	0.8662047	0.9173957	0.95043886	0.92444444	0.7973512	0.8380553	0.91851354	0.9757381	0.8733172	0.790708	0.8351655	0.79705906	0.9729314	0.8223666	0.89541084	0.9398822	0.8254062	0.8079605	0.8723349	0.8960988	0.93932915	0.75309527	0.94606405	0.9385233	0.90786684	0.93407565	0.96288586	0.7625951	0.97543216	0.5237777	0.8983402	0.8712078	0.90353125	0.81417483	0.9126903	0.8677417	0.904985	0.92904115	0.7384739	0.96890306	0.91912395	0.8468271	0.988889	0.9287102	0.88416135	0.8769188	0.9567261	0.94373834	0.0	0.78307676	0.7571065	0.9444167	0.9655786	0.9245234	0.9855633	0.8471654	0.87301236	0.8929906	0.9500727	0.9894474	0.3209479	0.89679974	0.3302905	0.97261643	0.8710678	0.9383965	0.88094467	0.82731026	0.95934653	0.8784733	0.9287801	0.8667845	0.43939072	0.856264	0.880824	0.344747	0.830211	0.92690545	0.6000023	0.93471813	0.6701263	0.45150173	0.91277903	0.9211835	0.98606575	0.8211911	0.886637	0.93406355	0.90530497	0.8870465	0.95086366	0.8517895	0.94993025	0.9491183	0.8967359	0.73399264	0.9251656	0.7707773	0.8266169	0.7389858	0.82217264	0.8851436	0.27719617	0.88587457	0.9028623	0.73639274	0.8918323	0.7893461	0.982864	0.9365939	0.8416108	0.9635477	0.8874171	0.8352947	0.9684689	0.71340454	0.8260524	0.8683569	0.9962542	0.70685405	0.90626377	0.8648753	0.9501554	0.93631595	0.93267107	0.8971952	0.97156733	0.96865755	0.8944044	0.9112974	0.9579716	0.47911942	0.93476516	0.97590053	0.9380734	0.92873675	0.87604463	0.93077224	0.99334353	0.95847404	0.86505395	0.90253294	0.9431
contract_uur/noun	0.74192286	0.90214646	0.8418884	0.7646593	0.92271906	0.98914194	0.879107	0.9031274	0.7587594	0.73106194	0.73051673	0.8870534	0.83068764	0.74847865	0.9005892	0.7709589	0.7883717	0.9281926	0.767155	0.83319736	0.7753884	0.898773	0.9406797	0.8327948	0.7165253	0.8278397	0.753944	0.9342144	0.63129973	0.93659556	0.935291	0.94084656	0.8588866	0.98302966	0.90514785	0.87445617	0.96190596	0.8636513	0.86828804	0.89942443	0.88879734	0.97295755	0.9887748	0.9745276	0.89377826	0.8841066	0.7223849	0.993939	0.8004026	0.8698876	0.9789948	0.8971157	0.97992295	0.9852849	0.8787299	0.98866725	0.9396348	0.82550186	0.8255627	0.8174467	0.7058543	0.8511133	0.9075844	0.8452884	0.85810703	0.7714181	0.85457563	0.9734868	0.79991615	0.7108982	0.97451526	0.9471859	0.97957397	0.9060388	0.90625054	0.9291041	0.686192	0.8915599	0.92770636	0.88621664	0.9723455	0.8552413	0.8806015	0.8854265	0.97122157	0.9530198	0.8746026	0.8460696	0.8635924	0.9168806	0.91984004	0.92602617	0.9327881	0.8582026	0.8161967	0.863553	0.9202912	0.98374987	0.65005636	0.92745835	0.6577531	0.89508104	0.67485267	0.78307676	0.0	0.8908539	0.9628209	0.7408644	0.6215527	0.9684791	0.8762508	0.8259647	0.92079425	0.7907783	0.95654947	0.88782585	0.7947085	0.9584262	0.88858426	0.6634271	0.83520097	0.9112844	0.7563801	0.96052516	0.78654534	0.8640322	0.8229831	0.9058075	0.68432117	0.4182495	0.8491107	0.76395	0.9936009	0.8724979	0.97069544	0.841368	0.81943285	0.88203096	0.7948539	0.9221171	0.44484967	0.893611	0.80813324	0.7568054	0.8405279	0.5783539	0.83568823	0.87912685	0.7847539	0.6450037	0.85195935	0.7933892	0.91338974	0.92795205	0.875445	0.7629864	0.8541455	0.8974228	0.84168446	0.6555127	0.9704647	0.8553132	0.7524375	0.95354366	0.83970743	0.87630177	0.7711063	0.8829399	0.75901645	0.7393368	0.95099777	0.9259393	0.91253847	0.93350935	0.91332066	0.93343365	0.94808364	0.98924625	0.69006884	0.83766747	0.833876	0.916077	0.9830462	0.52821267	0.8559375	0.962363	0.86194026	0.7654673	0.9807883	0.83759654	0.9386009	0.95672274	0.89663875	0.9382304	0.9238647	0.91958034	0.84042245	0.9826202
