	plek/noun	klink/adj	belofte/noun	republiek/noun	orgasme/noun	compliment/noun	drank/noun	refrein/noun	gevoel/noun	vaderland/noun	gerecht/noun	bed/noun	patent/noun	bijstand/noun	gewaad/noun	zo/adv	uitzicht/noun	moment/noun	euforie/noun	boodschap/noun	koor/noun	werkster/noun	visioen/noun	landschap/noun	interventie/noun	passage/noun	tribunaal/noun	lichaam/noun	kroon/noun	vrede/noun	staat/noun	naam/noun	veeleer/adv	naar/adj	ruimte/noun	haast/adv	status/noun	harmonie/noun	sereniteit/noun	zij/pron	nul/noun	melodie/noun	plezier/noun	maar/adv	rijk/noun	gezang/noun	koor_DIM/noun	blauw/noun	symbool/noun	vuur/noun	dressing/noun	gewelf/noun	geluk/noun	droefheid/noun	paradijselijk/adj	gave/noun	stil/adj	afgezant/noun	voetbal_tempel/noun	herrie/noun	getal/noun	aureool/noun	rust/noun	zaak/noun	haven/noun	hulp/noun	schoonheid/noun	kunst/noun	muziek/noun	komedie/noun	paradijs/noun	stem/noun	ijl/adj	monument/noun	piano_spel/noun	tegelijk/adj	minstens/adv	ding/noun	koning/noun	pad/noun	tip/noun	gestreken/adj	menu/noun	geluid/noun	glimlach/noun	dauw/noun	vaak/adj	vader/noun	perfectie/noun	tafereel/noun	iets/noun	aardappel/noun	stad/noun	tweeling/noun	kleur/noun	het/det	missie/noun	iets/adv	sfeer/noun	tuin/noun	mandaat/noun	zaligheid/noun	maal/noun	optreden/noun	vrijheid/noun	of/vg	ervaring/noun	licht/noun	modder/noun	geschenk/noun	meest/adj	vorst/noun	sopraan/noun	zangeres/noun	lof_trompet/noun	helderheid/noun	sauna/noun	klank/noun	heerlijkheid/noun
euforie/noun	0.7100047	0.8835427	0.82673705	0.7279043	0.961063	0.88990986	0.8474765	0.9843433	0.5104197	0.92737603	0.93556786	0.96841395	0.9804849	0.9657132	0.9074747	0.9525701	0.9833499	0.4832585	0.0	0.9952072	0.9598515	0.98028827	0.94661397	0.97100466	0.7798317	0.9627628	0.9574597	0.94264215	0.99068314	0.8485895	0.7196207	0.82899606	0.68453205	0.8710945	0.9449067	0.8960602	0.93366575	0.7972316	0.6747608	0.87241757	0.95593524	0.90509754	0.69479686	0.8851012	0.9234846	0.7865228	0.9194598	0.8795951	0.88960284	0.9932699	1.0	0.93569547	0.6228351	0.45338798	0.90185905	0.9091698	0.57265997	0.99971366	0.70825154	0.95555395	0.94032633	0.8905976	0.70095944	0.73133135	0.9848498	0.93544424	0.6914531	0.86493844	0.7704858	0.9876922	0.9411547	0.84651643	0.9587899	0.9727812	0.9093837	0.73989284	0.79988605	0.83664286	0.81554556	0.99691457	0.97074455	0.95726794	0.96056783	0.95448864	0.85025984	1.0	0.80940527	0.9059647	0.8276724	0.9586131	0.6762891	0.9812454	0.8424269	0.9542704	0.7967427	0.88497764	0.9819402	0.926384	0.69117004	0.97759485	0.964136	0.8805864	0.98881567	0.93520004	0.830963	0.87564564	0.92909753	0.97940034	0.9971339	0.7549031	0.6381854	0.8720961	0.92904997	0.94700426	0.98284084	0.8085559	0.8290748	0.94438106	0.9426736
boodschap/noun	0.9260084	0.93353146	0.82961833	0.92182344	0.96113026	0.6335999	0.90180343	0.79365516	0.88033015	0.8970508	0.9602342	0.74640065	0.84473443	0.90980965	0.96472853	0.67025137	0.83537304	0.8612255	0.9952072	0.0	0.8397076	0.94502425	0.7615932	0.7267171	0.8283163	0.60847545	0.85479397	0.8925787	0.94352204	0.60702854	0.7364285	0.97863144	0.8887796	0.90753984	0.80524707	0.79466534	0.8225436	0.7213249	0.7944069	0.7741828	0.97128373	0.8130577	0.92526907	0.76164347	0.9154562	0.7588787	0.9814036	0.91431737	0.7490084	0.96720487	0.9642825	0.94911504	0.8450604	0.9270842	0.8566252	0.8498854	0.87381303	0.9340992	0.9714517	0.8860432	0.8799964	0.8401238	0.80035895	0.90808123	0.6083861	0.9423851	0.7421546	0.75613296	0.7577452	0.80961865	0.8208614	0.8151359	0.77146655	0.9420853	0.89190257	0.82567644	0.9485631	0.83239555	0.98369706	0.829208	0.9434775	0.87183964	0.9619937	0.6756851	0.93500197	0.97868145	0.81140184	0.9534208	0.76136506	0.83206797	0.82572246	0.9563683	0.9795734	0.96253866	0.83323824	0.92408717	0.6421704	0.84821093	0.65491426	0.91486067	0.7877784	0.7346802	0.8665058	0.9733352	0.70095056	0.7789086	0.87269986	0.7104168	0.9566556	0.94456434	0.9381034	0.93117917	0.88840926	0.8913921	0.9509378	0.78172994	0.9392222	0.6377988	0.9816127
koor/noun	0.9480612	0.4572233	0.8701578	0.97175443	0.9875271	0.95761126	0.70990497	0.64185137	0.7755873	0.9448911	0.8065644	0.9536666	0.9205665	0.98324096	0.5818826	0.894916	0.8615154	0.8615973	0.9598515	0.8397076	0.0	0.949946	0.7128948	0.8290736	0.6978396	0.6073757	0.9390054	0.59380823	0.92073256	0.76788247	0.96175593	0.7371162	0.7446686	0.7321581	0.7681441	0.54599464	0.8810557	0.5228584	0.69925654	0.8664391	0.95179784	0.3889593	0.74365246	0.9528203	0.95207655	0.3142336	0.7470352	0.77130795	0.8945606	0.80961126	0.9411172	0.93198407	0.891143	0.960292	0.79930806	0.72041833	0.69383574	1.0	1.0	0.69209385	0.8168403	0.8623856	0.8187149	0.95934504	0.9594773	0.9759583	0.6123362	0.80249155	0.3982318	0.89428425	0.8813628	0.3524173	0.3981852	0.95165455	0.60964394	0.78552246	0.935387	0.96483475	0.9803528	0.9660329	0.9190864	0.8168177	0.8185722	0.47317982	0.78483075	0.99892235	0.78802985	0.9331267	0.6821426	0.76221156	0.8955739	0.9139666	0.99983424	0.9424288	0.61971307	0.83484024	0.96144277	0.83365405	0.56241953	0.83842087	0.9345111	0.82947224	0.77503103	0.4844874	0.86582124	0.76106334	0.89434224	0.70659715	0.78498137	0.81038404	0.7231581	0.9886262	0.25695032	0.37959367	0.99062914	0.5850192	0.8471035	0.43709832	0.99788785
werkster/noun	0.9176489	0.87427247	0.9888968	0.93877876	0.9180887	0.90923357	0.96667784	0.8422384	0.83041155	0.974481	0.9880816	0.8684414	0.9495457	0.7465507	0.9549038	0.89259356	0.9526756	0.929417	0.98028827	0.94502425	0.949946	0.0	0.83763164	0.9304074	0.89717364	0.8940441	0.9757877	0.96429294	0.84736234	0.9508988	0.97886425	0.99083686	0.64106584	0.8821911	0.8984518	0.873434	0.9791193	0.8611036	0.97591835	0.5008517	0.9776203	0.7148831	0.8168881	0.7735477	0.7232388	0.8828876	0.8535607	0.8850385	0.9218945	0.98618835	0.9631141	1.0	0.86100835	0.8619426	0.92054194	0.48593086	0.7397515	0.9975017	0.9118782	0.8682154	0.9451391	0.96780866	0.999501	0.99909574	0.96706086	0.5901753	0.87263685	0.8595698	0.8228083	0.5997994	0.8664346	0.9073198	0.917893	0.93390965	0.8512243	0.77363366	0.9316614	0.7750433	0.88204515	0.7602355	0.98556495	0.96954733	0.98168725	0.86954486	0.968527	0.8357035	0.7460015	0.89950037	0.76024896	0.91824234	0.85649425	0.95636374	0.9509125	0.9198533	0.95450634	0.88413244	0.97380173	0.70780575	0.8633045	0.86070526	0.9712415	0.97580457	0.978732	0.9822066	0.893828	0.6580372	0.8830974	0.9838353	0.93118626	0.7366488	0.9429551	0.8852177	0.78410375	0.8641938	1.0	0.8793256	0.885908	0.85203636	0.9852817
visioen/noun	0.53716636	0.81231856	0.53466755	0.96630096	0.95273113	0.9903341	0.74214613	0.96299845	0.8059086	0.8559754	0.94822943	0.96929324	0.9033502	0.9614273	0.7916648	0.83087534	0.64157236	0.87691545	0.94661397	0.7615932	0.7128948	0.83763164	0.0	0.5216453	0.7110601	0.8424909	0.98223174	0.7440955	0.88573474	0.7759755	0.7175318	0.9542531	0.77542186	0.8159248	0.8393407	0.52104276	0.85004354	0.80566746	0.80978817	0.80986494	0.8479653	0.7848046	0.8548924	0.944149	0.71533287	0.6392077	0.95427865	0.89502543	0.7491373	0.8794411	0.9686328	0.8838639	0.7050189	0.87401503	0.4113533	0.56737	0.6790724	0.79799753	0.9202965	0.8124096	0.7096528	0.8168083	0.72016275	0.979078	0.8028015	0.9140784	0.5693825	0.6501468	0.7340521	0.6834024	0.40139782	0.79724675	0.76040447	0.84483385	0.9559279	0.4257846	0.9107822	0.7989619	0.9437682	0.93229556	0.97269374	0.8530871	0.9457871	0.75188184	0.8242559	0.8931179	0.84182125	0.86978996	0.8128808	0.26062357	0.75764424	0.9538871	0.71353567	0.78228664	0.8281379	0.6784077	0.9384737	0.8283553	0.6463506	0.5130652	0.9260013	0.8887404	0.8546359	0.91864187	0.65691024	0.83125293	0.79296356	0.7824131	0.87509084	0.7372464	0.75962734	0.9643656	0.75130594	0.82126	0.9061212	0.8624543	0.8955345	0.65533584	0.88768536
landschap/noun	0.4640324	0.8871411	0.6849483	0.9635946	0.9442374	0.8372628	0.90412307	0.83818847	0.78159344	0.8842598	0.91829175	0.7339903	0.90597045	0.98835444	0.8072934	0.75319946	0.47309333	0.8197834	0.97100466	0.7267171	0.8290736	0.9304074	0.5216453	0.0	0.90997946	0.66004455	0.97476554	0.68879026	0.9480088	0.79620755	0.71887827	0.81788135	0.7557633	0.85243475	0.5708854	0.5174608	0.61567235	0.7344317	0.8210232	0.8873373	0.97283995	0.78943217	0.9208879	0.86992574	0.7318462	0.727196	0.9188045	0.66784465	0.67521864	0.9378693	0.9248462	0.69012046	0.79827875	0.8104116	0.43385345	0.8284576	0.56601715	0.9299313	0.83043957	0.74123704	0.82433903	0.6987263	0.71169317	0.9666908	0.6162412	0.9533762	0.55081713	0.6137952	0.6974199	0.8135473	0.6945869	0.82852393	0.65505266	0.5412172	0.7729141	0.6167525	0.85917574	0.8671591	0.93295556	0.7814821	0.9735227	0.84638274	0.9494284	0.5580562	0.7235863	0.8781836	0.76186585	0.9015718	0.74831903	0.3837614	0.74844897	0.959314	0.40937942	0.87307644	0.5861124	0.6378782	0.9726593	0.8983556	0.4490431	0.39457577	0.92035645	0.7908101	0.88078076	0.94235873	0.72626317	0.69969213	0.8184201	0.4874764	0.8929242	0.8996665	0.75832677	0.89987105	0.8439593	0.83977604	0.99977386	0.7144693	0.79152495	0.5761909	0.6696754
interventie/noun	0.91093004	0.84837043	0.9000341	0.8798489	0.9674326	0.917189	0.87149215	0.9707179	0.8901947	0.982545	0.9257423	0.9833063	0.8888416	0.7192489	0.93393755	0.90020496	0.9434941	0.74055314	0.7798317	0.8283163	0.6978396	0.89717364	0.7110601	0.90997946	0.0	0.84560585	0.8062727	0.9124053	0.90736425	0.88635236	0.6756102	0.95218664	0.8563213	0.89808214	0.9292476	0.83600056	0.9071985	0.8688576	0.8668478	0.74579936	0.78920805	0.84895813	0.91563284	0.9022579	0.79032135	0.81977904	0.99141103	0.95913404	0.8735455	0.92979646	0.97822833	0.97539634	0.9446938	0.8704126	0.7939679	0.7682654	0.9154831	0.8764678	0.88294786	0.9727112	0.80072176	0.97395486	0.93037546	0.87105465	0.90705615	0.73058295	0.85556376	0.8975146	0.9109226	0.84777135	0.79879665	0.76500404	0.857998	0.9331239	0.96223736	0.9026636	0.94667095	0.9321637	0.95479363	0.973677	0.9097603	0.9412996	0.94963276	0.9200764	0.97486377	0.9933819	0.8704474	0.9308739	0.8673221	0.82907355	0.9555065	0.9439958	0.95618415	0.97654486	0.8875963	0.8403377	0.8099142	0.81664836	0.85124385	0.9349707	0.74789286	0.92229927	0.92858595	0.88542324	0.8716174	0.8362122	0.8038634	0.8877062	0.9919404	0.89276177	0.83277935	0.8823925	0.7351168	0.90065247	1.0	0.76094335	0.92457026	0.85335183	0.97719824
passage/noun	0.86322737	0.6365562	0.75527275	0.9911322	0.96404207	0.7657573	0.86584944	0.5508807	0.72095865	0.87614256	0.8896671	0.8029206	0.82434106	0.97692496	0.86604387	0.72423863	0.86408687	0.7320255	0.9627628	0.60847545	0.6073757	0.8940441	0.8424909	0.66004455	0.84560585	0.0	1.0	0.8118993	0.91492313	0.888641	0.89071774	0.8867318	0.83612967	0.8091961	0.58259904	0.602381	0.8413569	0.58579266	0.8623206	0.9405603	0.97032887	0.44259965	0.70949507	0.8225415	0.92458373	0.6021193	0.62340045	0.84302074	0.8698431	0.88515884	0.96609974	0.6049892	0.88435453	0.8768692	0.84553677	0.7944236	0.72413194	0.92039406	0.9100456	0.63119036	0.8851381	0.8613113	0.8910486	0.9497038	0.76390654	0.9900424	0.60590136	0.7110126	0.47899675	0.9506651	0.8547614	0.42149544	0.39565527	0.72424954	0.645038	0.7335619	0.96559495	0.8233917	0.9991072	0.8148227	0.9431956	0.7733579	0.9236565	0.4439528	0.93782556	0.9774741	0.5912472	0.99762005	0.66770995	0.81949174	0.8080011	0.95342755	0.83287454	0.9620702	0.66767097	0.72149324	0.9506906	0.8526557	0.56484264	0.8779287	0.97895014	0.79303753	0.82032824	0.7176713	0.92672235	0.74331164	0.70279574	0.5843004	0.91859764	0.9160671	0.76867026	0.98960716	0.56797785	0.6538373	1.0	0.60898054	0.90038115	0.38870817	0.98019636
tribunaal/noun	1.0	0.9849436	0.90075165	0.81700504	0.97554076	0.9559154	0.9862004	0.9503651	0.9667523	0.94674015	0.9276788	0.99048907	0.9701521	0.5522785	0.9966505	0.9579714	0.858472	0.9534277	0.9574597	0.85479397	0.9390054	0.9757877	0.98223174	0.97476554	0.8062727	1.0	0.0	0.9297981	0.98123926	0.75312644	0.7180021	0.9999926	0.97668546	0.96501464	0.99089944	0.9323015	0.71045136	0.93422955	0.9673957	0.7403693	0.94334257	0.9988219	0.9565165	0.9947764	0.8510798	0.9691917	0.9932199	0.98854005	0.84507716	0.9275197	1.0	0.98187506	0.9555782	0.9982319	0.9463848	0.99860585	0.97851837	0.7576909	0.9951525	1.0	0.96882015	0.9445355	0.9577311	0.80043745	0.99037004	0.63666487	0.9613037	0.97283083	0.97878116	0.9975342	0.9168992	0.9478125	0.97929406	0.8801832	0.959067	0.97410035	0.9370662	1.0	0.947326	0.8798463	0.98261726	0.95835364	0.9429067	0.97965366	0.985515	1.0	0.94060636	0.9911202	0.9761734	0.9775914	1.0	0.96367073	0.9780086	0.9894938	1.0	0.7513098	0.55385303	0.9764898	0.98758966	1.0	0.42876756	0.9121284	0.8529086	0.7789651	0.9196017	0.8779821	1.0	0.95936507	1.0	0.97155297	0.97391874	0.9227299	0.9866383	0.9180493	1.0	0.93269086	0.99963236	0.996738	0.9339001
lichaam/noun	0.7560423	0.6997124	0.950562	0.938883	0.7800088	0.96408147	0.7801592	0.76151276	0.6806179	0.8471291	0.81613564	0.8681826	0.9525361	0.9938263	0.6269823	0.9017445	0.78613967	0.7870902	0.94264215	0.8925787	0.59380823	0.96429294	0.7440955	0.68879026	0.9124053	0.8118993	0.9297981	0.0	0.7564647	0.65191114	0.86241007	0.944168	0.7785213	0.7712519	0.76300615	0.55163646	0.8974759	0.5742178	0.6605115	0.87398106	0.9519648	0.65431195	0.8533923	0.8926488	0.92917967	0.64105105	0.92719054	0.64671826	0.7388511	0.82799995	0.9691855	0.8644928	0.7237201	0.8506568	0.67568934	0.7657712	0.7337659	0.9610029	0.9064999	0.78704774	0.83384645	0.75747955	0.7316576	0.99043787	0.9490008	0.95413214	0.44312882	0.6601734	0.72857344	0.86505914	0.797488	0.77456725	0.677658	0.7878089	0.86860925	0.7198143	0.8985207	0.87468153	0.9238217	0.8839698	0.943142	0.86892104	0.8770851	0.6861504	0.7878665	0.9031396	0.8159183	0.91800725	0.54232275	0.74321043	0.83949214	0.96621937	0.84600705	0.8786584	0.61421466	0.77693874	0.99150044	0.83463407	0.69068885	0.77792627	0.9733822	0.8610489	0.91769165	0.7762101	0.81051177	0.76549953	0.9291496	0.6824577	0.72997594	0.87505543	0.75803983	0.8940293	0.86742014	0.7918817	1.0	0.64014053	0.888033	0.66084856	0.9494166
kroon/noun	0.9157459	0.796246	0.9912188	0.88916636	0.9940881	0.9559969	0.83012605	0.75596017	0.9403522	0.816373	0.95626915	0.9898091	0.8683754	0.9727448	0.6945807	0.93788755	0.97286135	0.945613	0.99068314	0.94352204	0.92073256	0.84736234	0.88573474	0.9480088	0.90736425	0.91492313	0.98123926	0.7564647	0.0	0.83234453	0.97251445	0.98463494	0.8539279	0.99403346	0.9770208	0.74099004	0.894001	0.92455643	0.9842452	0.8424194	0.97701746	0.8270707	0.935781	0.8819573	0.8218611	0.9256253	0.99978125	0.88106847	0.8787854	0.8353363	0.97382456	0.9836069	0.9139338	0.9079701	0.95355034	0.6795019	0.93491364	0.8090432	0.98534364	0.9873171	0.9667154	0.7166836	0.9823541	0.99993193	0.98523015	0.97572505	0.7937768	0.9174757	0.91999835	0.96138686	0.9170681	0.9260847	0.9142527	0.81604934	0.9996405	0.8703234	0.8074441	0.8826695	0.5963037	0.98473233	0.9644037	0.99842095	0.9125238	0.9260903	0.8991195	0.98471	0.9170537	0.9082166	0.8582418	0.949807	0.946117	0.96581066	0.9532535	0.8187345	0.8870579	0.8076035	0.8914784	0.79286397	0.94060594	0.9576697	0.94932073	1.0	0.9197121	0.99228173	0.9203683	0.8856542	0.90088344	0.879459	0.9976002	0.74560654	0.9481209	0.8381541	0.9144761	0.8386943	1.0	0.95321715	0.9377307	0.93863314	0.9960581
vrede/noun	0.8305199	0.7867551	0.67508626	0.6789454	0.96279573	0.94438255	0.83302754	0.7912595	0.63705945	0.732347	0.8353383	0.98115784	0.912508	0.947009	0.9062711	0.92585856	0.787308	0.83788866	0.8485895	0.60702854	0.76788247	0.9508988	0.7759755	0.79620755	0.88635236	0.888641	0.75312644	0.65191114	0.83234453	0.0	0.6313053	0.96777433	0.8266517	0.84473956	0.7699817	0.7106705	0.7408328	0.5585595	0.5414928	0.755479	0.91831756	0.74374104	0.8624537	0.87850195	0.82042617	0.7455448	0.99702865	0.8099293	0.48527747	0.83032954	1.0	0.9521341	0.4486919	0.91058564	0.7782306	0.83882076	0.80694276	0.79615885	1.0	0.8787197	0.82212514	0.8736301	0.46450526	0.8209039	0.86893404	0.94842917	0.5245776	0.73914003	0.73208314	0.9035474	0.74544024	0.8269753	0.722473	0.8124413	0.90597993	0.72928894	0.9133762	0.89269704	0.89410484	0.7618786	0.9443102	0.9110204	0.9234881	0.85299355	0.8844692	0.89554036	0.86843926	0.9411499	0.58869183	0.8639424	0.9131447	0.99051833	0.8023907	0.8964805	0.7862241	0.7101953	0.59617186	0.89335793	0.7028283	0.69595957	0.6434185	0.6546502	0.8803809	0.79491407	0.4237545	0.8578353	0.9548383	0.8155023	0.8440983	0.80373263	0.96250325	0.785444	0.91403365	0.83413374	0.69161975	0.6269331	0.7519109	0.8222065	0.91786426
staat/noun	0.7119007	0.9309164	0.55649567	0.5505545	0.9795357	0.8312162	0.9307479	0.94801205	0.7366501	0.7911715	0.89092255	0.9059907	0.95373434	0.85965955	0.96774536	0.8602859	0.75393915	0.8157261	0.7196207	0.7364285	0.96175593	0.97886425	0.7175318	0.71887827	0.6756102	0.89071774	0.7180021	0.86241007	0.97251445	0.6313053	0.0	0.9544255	0.81547135	0.95261014	0.92823476	0.7746966	0.73692036	0.8571423	0.85383755	0.8949207	0.93186086	0.95197463	0.9120601	0.91621214	0.63099635	0.96311677	0.97400403	0.9736548	0.5850209	0.9577804	0.998558	0.959456	0.6191839	0.87207395	0.72388947	0.9261961	0.8899268	1.0	0.79702276	0.99684066	0.90650815	0.9189765	0.7658076	0.9339793	0.85641825	0.785304	0.7692723	0.8927889	0.87531537	0.946774	0.92536944	0.9217894	0.862752	0.86663175	0.9594261	0.7189898	0.9128737	0.94840413	0.86449075	0.93855876	0.99897456	0.9346971	0.9722285	0.84602684	0.9233635	0.99516565	0.94710666	0.93933713	0.8059998	0.72386825	0.85063183	0.99375075	0.7551131	0.81546295	0.91063696	0.80925757	0.8844326	0.933521	0.827049	0.6542276	0.8104401	0.8132274	0.9699531	0.9461338	0.5477929	0.88903797	0.91093457	0.84467477	0.944028	0.8202509	0.76628315	0.78010714	0.9387399	0.94578403	0.8550228	0.88199353	0.95618	0.744981	0.9712384
naam/noun	0.92672193	0.6447736	0.9059316	0.9515852	0.9721522	0.9780104	0.8504536	0.79047364	0.9603537	0.83920956	0.829779	0.9665899	0.71614766	0.9892418	0.70319635	0.92028	0.90303785	0.9567541	0.82899606	0.97863144	0.7371162	0.99083686	0.9542531	0.81788135	0.95218664	0.8867318	0.9999926	0.944168	0.98463494	0.96777433	0.9544255	0.0	0.8048541	0.79894733	0.87744355	0.7675292	0.77392554	0.79938364	0.98839134	0.8764998	0.8146534	0.73101926	0.94002634	0.9124235	0.96919274	0.7063587	0.5424452	0.9597167	0.8622675	0.98301655	0.966913	0.9578401	0.9789817	0.9619512	0.9287545	0.89586633	0.8241622	0.9956106	0.96837234	0.9279337	0.71472967	0.67072946	0.98351794	0.9404606	0.98494	0.98640627	0.93726695	0.94129825	0.67484343	0.8815703	0.96123874	0.6023376	0.8711179	0.89658475	0.5977075	0.91491145	0.884799	0.9387038	0.9453358	0.9624314	0.9753506	0.92057747	0.93312645	0.7701346	0.805178	0.9976972	0.8353926	0.8675102	0.92471576	0.90433615	0.97706664	0.9736079	0.8910857	0.9513601	0.8776715	0.8786513	0.9268599	0.8604207	0.87946904	0.9667699	0.97840124	0.9789989	0.9608632	0.78443396	0.90283114	0.85917026	0.896562	0.81797457	0.94303524	0.88237226	0.72384536	0.94427985	0.63105965	0.6455692	1.0	0.8413967	0.9860328	0.87776333	0.7902047
veeleer/adv	0.7703992	0.77075267	0.8841813	0.7854853	0.9391605	0.77037096	0.8548169	0.8412464	0.597576	0.7758235	0.9240294	0.86311036	0.9100111	0.9568058	0.8273262	0.8135768	0.768966	0.7501737	0.68453205	0.8887796	0.7446686	0.64106584	0.77542186	0.7557633	0.8563213	0.83612967	0.97668546	0.7785213	0.8539279	0.8266517	0.81547135	0.8048541	0.0	0.66206014	0.71261203	0.6183934	0.82867795	0.60983074	0.6828288	0.7117592	0.86040795	0.6054659	0.68012524	0.82199633	0.7793547	0.70956504	0.8315969	0.8067649	0.6629831	0.95045614	0.9544605	0.89693314	0.6853459	0.6150079	0.7725314	0.514567	0.5913828	0.9815179	0.8648715	0.87119496	0.7895352	0.8024456	0.8452092	0.9829336	0.9252272	0.8674692	0.497998	0.73646665	0.6019825	0.71334577	0.82035357	0.73547375	0.67275566	0.76887566	0.7924073	0.57798225	0.9186982	0.78027993	0.6754875	0.87593055	0.88896894	0.71396554	0.82469237	0.7246084	0.8098558	0.9253953	0.6245522	0.93605894	0.61734974	0.77999824	0.6542013	0.9352945	0.78367853	0.9002741	0.6352977	0.79771173	0.93772334	0.794295	0.6582874	0.7846595	0.9337586	0.9191933	0.97329354	0.8244662	0.75128984	0.60878754	0.88886297	0.77302444	0.87940687	0.64867723	0.6863981	0.73799753	0.7425773	0.7755668	0.9682185	0.73448396	0.75779533	0.749972	0.8823857
naar/adj	0.94185436	0.7278122	0.92863005	0.99409616	0.85187423	0.9274187	0.828963	0.9071225	0.6295544	0.96300024	0.8983998	0.6210468	0.9238145	0.9090998	0.7921642	0.7804119	0.91623795	0.8128627	0.8710945	0.90753984	0.7321581	0.8821911	0.8159248	0.85243475	0.89808214	0.8091961	0.96501464	0.7712519	0.99403346	0.84473956	0.95261014	0.79894733	0.66206014	0.0	0.77886695	0.63872397	0.9849162	0.6810322	0.69179296	0.77590287	0.79068017	0.65862477	0.81243217	0.6296729	0.95485115	0.71540487	0.8938241	0.7965766	0.8200209	0.9010993	0.95825124	0.8602059	0.8339348	0.83920884	0.85920775	0.81361485	0.7671261	0.90297616	0.9449247	0.75428385	0.6876037	0.86936533	0.8887943	0.96229815	0.9767316	0.9473162	0.68367445	0.85058814	0.6759987	0.71684587	0.9375456	0.8272176	0.71642	0.939731	0.81541634	0.68584347	0.93457395	0.7001351	0.9979223	0.96545845	0.8586277	0.7342756	0.93727463	0.73140144	0.87690556	0.73884934	0.6791844	0.9199355	0.6826782	0.73962975	0.6460111	0.9581709	0.95362955	0.9470219	0.7834747	0.7980135	0.94330704	0.7503272	0.71802235	0.8956181	0.95146966	0.94471693	0.8613546	0.8402408	0.83848345	0.7401594	0.525946	0.79422164	0.85090744	0.8879187	0.71046233	0.9674669	0.8259654	0.8059628	0.9998747	0.75133586	0.88452095	0.7534039	0.88275933
ruimte/noun	0.7322639	0.7933426	0.8284369	0.95776206	0.87370884	0.95717525	0.92926407	0.7361417	0.67653286	0.894603	0.870491	0.859408	0.9131072	0.99181837	0.89598155	0.79288363	0.56721103	0.77009183	0.9449067	0.80524707	0.7681441	0.8984518	0.8393407	0.5708854	0.9292476	0.58259904	0.99089944	0.76300615	0.9770208	0.7699817	0.92823476	0.87744355	0.71261203	0.77886695	0.0	0.5871731	0.8319504	0.61072457	0.7044214	0.89277995	0.9125688	0.64581573	0.7580623	0.8383211	0.89566314	0.68408614	0.7258018	0.7121	0.7104782	0.82493126	0.7700421	0.5614902	0.85193944	0.84815085	0.662128	0.82363605	0.68648314	0.9547328	0.7986356	0.67700636	0.9192692	0.8461585	0.77437437	0.85355157	0.8925675	0.9976761	0.50543654	0.5389216	0.5090928	0.88875353	0.8798965	0.6256044	0.495601	0.67298913	0.70484877	0.6470361	0.9245792	0.83823353	0.9926142	0.86171544	0.8470949	0.7229586	0.92301047	0.4672373	0.90316457	0.8704089	0.64874446	0.9437294	0.6865062	0.81317157	0.7504843	0.8730989	0.69917965	0.9772155	0.45640856	0.7008436	0.91038555	0.7283431	0.444871	0.6936358	0.925083	0.5906435	0.837098	0.8947483	0.70283514	0.65917426	0.8510629	0.38367772	0.9382912	0.93525857	0.8714296	0.95536107	0.7211421	0.78717464	0.7336881	0.5475173	0.65375316	0.49573648	0.68412745
haast/adv	0.6751055	0.6103505	0.6753789	0.87395316	0.9369329	0.89646024	0.6523392	0.65585977	0.64277554	0.90542275	0.79475427	0.9294274	0.8729856	0.9910942	0.7379848	0.7440863	0.7043413	0.82750624	0.8960602	0.79466534	0.54599464	0.873434	0.52104276	0.5174608	0.83600056	0.602381	0.9323015	0.55163646	0.74099004	0.7106705	0.7746966	0.7675292	0.6183934	0.63872397	0.5871731	0.0	0.7680601	0.4830764	0.7163219	0.8318573	0.8930942	0.48490167	0.82127315	0.8451309	0.8259444	0.46575665	0.78934187	0.75129735	0.65874183	0.8169396	0.77067316	0.82678723	0.73904467	0.8252265	0.52398217	0.6107538	0.63549906	0.9874459	0.9473561	0.6752859	0.72374094	0.77525693	0.77729094	0.97401494	0.92799044	0.9587345	0.32161516	0.6485405	0.48420465	0.7490393	0.7532973	0.5618284	0.4538961	0.6766231	0.6055847	0.55033994	0.7874236	0.8673314	0.92269987	0.9699204	0.81939924	0.71445525	0.91580325	0.43856275	0.78355616	0.9172297	0.68434143	0.94907117	0.5000087	0.44750214	0.6854215	0.815112	0.7908286	0.7115967	0.5522511	0.67272854	0.9451746	0.5662255	0.49219215	0.6907759	0.96974134	0.76785237	0.7780316	0.83717114	0.7528362	0.7149307	0.8479741	0.51320267	0.85908425	0.8260277	0.70508987	0.89251906	0.53323656	0.61746895	0.9761956	0.47781116	0.874057	0.39386773	0.81989175
