	Habibie/name	aanbesteding/noun	aanbieding/noun	abonnement/noun	accoord/noun	adres/noun	advies/noun	algemeen/adj	alibi/noun	alleen/adj	alternatief/noun	altijd/adv	arbeid_vergunning/noun	argument/noun	arrangement/noun	bekentenis/noun	besluit/noun	betaal_middel/noun	biljet/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	conventie/noun	dagvaarding/noun	die/det	diploma/noun	dit/det	document/noun	doelpunt/noun	door/adj	eind_uitslag/noun	en/vg	enkel/adj	enquête/noun	euro/noun	excuus/noun	exploitatie_vergunning/noun	frank/noun	gemeente/noun	gewoon/adj	gezien/adj	goal/noun	goedkeuring/noun	handtekening/noun	huur_contract/noun	huwelijk/noun	identiteitsbewijs/noun	jaar/noun	juridisch/adj	kaart/noun	kandidatuur/noun	lang/adj	licentie/noun	lid_kaart/noun	niet/adv	nog/adv	offerte/noun	onbeperkt/adj	onverminderd/adj	overeenkomst/noun	papier/noun	paspoort/noun	patent/noun	poging/noun	principe/noun	rechtbank/noun	rede/noun	reden/noun	referendum/noun	regel/noun	reis_pas/noun	reservatie/noun	rijbewijs/noun	slechts/adv	status/noun	stem/noun	stem_biljet/noun	strip_kaart/noun	tarief/noun	ten/adv	ticket/noun	toelating/noun	toestemming/noun	treffer/noun	trein_kaart_DIM/noun	typering/noun	uitkomst/noun	uitslag/noun	universeel/adj	verblijf_status/noun	verblijfsvergunning/noun	vergunning/noun	verklaring/noun	vervoer_bewijs/noun	verzekering/noun	verzoek/noun	visum/noun	vonnis/noun	voorwaarde/noun	wagen/noun	wereldwijd/adj	werk_vergunning/noun	wet/noun	wijze/noun	wil_beschikking/noun	ze/pron
bon/noun	0.9675356	0.9501246	0.67369986	0.7665485	0.83344567	0.718945	0.96430594	0.9552012	0.57902837	0.91375196	0.90473104	0.87852526	0.97935957	0.8017284	0.49723494	0.9586998	0.932314	0.9182306	0.8770452	0.92195636	0.0	0.90290153	0.9800282	0.7439061	0.90637916	0.8093231	0.95211136	0.8796944	0.68651265	1.0	0.98386234	1.0	0.85072947	0.82810086	0.99904275	0.7727003	0.7859956	0.9901037	0.7786933	0.8151302	0.8313438	0.861056	0.98921007	0.8466995	0.74460065	0.7022455	0.9779556	0.812048	0.8184218	0.83594894	0.83853334	0.914536	0.8335128	0.9255676	0.8655024	0.9135075	0.93158525	0.9360193	0.883267	0.9615216	0.77579474	0.8526681	0.9060388	0.9886324	0.97888094	0.8423492	0.9537741	0.80571026	0.89886105	0.934672	0.8596543	0.9257517	0.8673794	0.8731104	0.80240875	0.91342795	0.9246403	0.9316746	0.9175607	0.7666106	0.9019198	0.71667933	0.7710474	0.862748	0.99201965	0.8208513	0.9855464	0.87124306	0.99550706	0.9071223	0.98658496	0.9240996	0.86058056	0.8384436	0.9105407	0.70903325	0.797083	0.9017414	0.90463686	0.8625332	0.75364196	0.98312473	0.92407084	0.90344715	0.9640328	0.8577318	0.7954806
boord_document/noun	0.99849224	0.9940053	0.9555183	0.9399211	0.975354	0.7516974	0.9728592	0.84830093	0.9381956	0.7653947	0.96811074	0.72293484	0.90025264	0.9774341	0.9874028	0.94064945	0.9299017	0.99285877	0.8210085	1.0	0.90290153	0.0	0.9892849	0.9939945	0.9480814	0.90971005	0.6217966	0.9893132	0.72789156	0.98582387	0.97416663	0.9908016	0.5833938	0.69154894	0.9969512	0.96946377	0.9843852	0.9996076	0.9424616	0.9819193	0.8889288	0.970281	0.9895478	0.97052014	0.83565533	0.63859963	0.98994535	0.6002077	1.0	0.9689146	0.8683176	0.98205996	0.9878873	0.91257125	0.624601	0.8707149	0.95041096	0.9256132	0.91337574	0.8913975	0.954962	0.5017643	0.5309862	0.9628889	0.94872594	0.9666635	0.97168577	0.8540282	0.99500084	0.99695915	0.94078296	0.7894945	0.9253233	0.31294483	0.91343343	0.9625754	0.99124324	0.8997653	0.98653436	0.94542277	0.9645228	0.9116582	0.9396955	0.86829656	0.99820787	0.924811	0.99081254	0.99852526	0.9099366	0.99138856	0.93476677	0.7071368	0.84885645	0.8735231	0.92077017	0.4536332	0.9837057	0.67233646	0.98885304	0.9007309	0.24244976	0.9883031	0.6621086	0.94551134	0.99933094	0.86203104	0.6273322
bouw_aanvraag/noun	0.94721454	0.52136326	0.97959083	0.98674667	0.70902574	0.9610692	0.52251416	0.72199035	0.9759918	0.867576	0.8882885	0.9126299	0.97341037	0.91372395	0.9955245	0.9705843	0.6852077	0.9574005	0.977649	0.7334906	0.9800282	0.9892849	0.0	0.93608797	0.919134	0.8690809	0.9784492	0.7407557	0.73545897	0.9966472	0.9665133	0.99281794	0.89977825	0.80140334	0.97165227	0.96921974	0.99025387	0.6339012	0.86381495	0.42472732	0.79044807	0.87538576	0.98997724	0.555814	0.82287055	0.77241665	0.8390821	0.9665825	0.9634261	0.6822958	0.97652656	0.81744266	0.9649078	0.8934561	0.98026186	0.9160476	0.7060367	0.6458636	0.95805866	0.59272814	0.6389891	0.83619964	0.82704985	0.8643666	0.9783229	0.73848677	0.94938016	0.9632721	0.6223767	0.79664075	0.82759404	0.5650096	0.94907284	0.75963575	0.9061184	0.95568025	0.99334556	0.93191195	0.94463116	0.9166891	0.62091434	0.9882765	0.7513128	0.87593865	0.97578824	0.9893159	0.98836774	0.98788023	0.9991095	0.93180954	0.891072	0.7810703	0.7020067	0.92325765	0.9644932	0.9601095	0.8372784	0.7613859	0.9242343	0.7508775	0.9938482	0.96800363	0.95662934	0.711587	0.59527737	0.9227996	0.9448026
conventie/noun	0.7066084	0.85193104	0.9520588	0.9422333	0.78285396	0.9454026	0.81908244	0.6023412	0.9084548	0.8022734	0.91600627	0.9506145	0.99160975	0.7674029	0.9247472	0.93647665	0.57228494	0.63332963	0.7636115	0.98080873	0.7439061	0.9939945	0.93608797	0.0	0.93110996	0.5696547	0.98495954	0.8129783	0.90438867	1.0	0.98421985	0.9481396	0.9424692	0.86146754	0.8322352	0.8023372	0.9343265	0.8772946	0.87722063	0.8543244	0.84576064	0.689055	0.9781636	0.75669545	0.70691127	0.7796567	0.8634037	0.9460158	0.963741	0.68095815	0.8976959	0.6441691	0.936932	0.86223	0.94185305	0.8334265	0.8817114	0.92787486	0.91270506	0.92554414	0.74854004	0.9221417	0.9732815	0.8853128	0.95462275	0.7927464	0.9445671	0.54766846	0.7999808	0.68489313	0.64705527	0.9997539	0.9879418	0.9540894	0.85466546	0.48441172	0.8544464	0.8897805	0.8049402	0.8356977	0.8744247	0.9580832	0.85639894	0.8824326	0.98518306	0.941395	0.96475697	0.7691491	0.9074375	0.6453436	0.8855065	0.89043915	0.88221365	0.88253665	0.71382767	0.9014516	0.8813751	0.93035793	0.93502325	0.82892424	0.951627	0.91431713	0.9316703	0.6097846	0.92314875	0.8740736	0.9350275
dagvaarding/noun	0.93003774	0.95099354	0.99257946	0.79472303	0.7579642	0.41573763	0.841539	0.9427672	0.8263186	0.8094663	0.8365242	0.91648495	0.99926704	0.5746453	0.791095	0.5549674	0.7291001	0.97152466	0.94374967	0.97251284	0.90637916	0.9480814	0.919134	0.93110996	0.0	0.8788864	0.7407392	0.6753154	0.6933925	0.96521235	0.9835058	0.9786716	0.84582067	0.65094954	0.95965356	0.96727055	0.74255157	0.8964166	0.9322616	0.83925885	0.832956	0.87642634	0.966318	0.796065	0.7335771	0.71949553	0.888875	0.8665833	0.89689237	0.7011016	0.87480915	0.87367225	0.9370565	0.92204416	0.9387904	0.8527608	0.874337	0.9538566	0.86695004	0.89904463	0.8463762	0.75103503	0.7953993	0.9144863	0.74611986	0.89009196	0.39275008	0.9246261	0.83418983	0.8711535	0.94783753	0.9080703	0.9358601	0.9258436	0.77833265	0.85522765	0.9695029	0.75842583	0.7651576	0.78274286	0.7109646	0.8778747	0.8073576	0.7991584	0.91618896	0.8018245	0.8796776	0.92435503	0.9878932	0.867877	0.8294942	0.8686087	0.8415884	0.7421118	0.91456604	0.97466946	0.67811143	0.8975201	0.41363984	0.9139961	0.9718338	0.96561176	0.9079093	0.82274747	0.9117545	0.7484411	0.824976
die/det	0.84569156	0.72014904	0.85943395	0.8965713	0.7311373	0.938398	0.84623706	0.6297113	0.7762686	0.70306927	0.9140354	0.8162099	0.8516091	0.80626786	0.9114632	0.622362	0.72654164	0.81551754	0.9091872	0.8712324	0.8093231	0.90971005	0.8690809	0.5696547	0.8788864	0.0	0.8454363	0.8326519	0.78979933	0.80745244	0.88559574	0.8431721	0.8422478	0.74895537	0.88998044	0.94065386	0.7003336	0.8192959	0.9300939	0.7525484	0.88925284	0.81790006	0.7828421	0.716081	0.73546004	0.68832123	0.7376833	0.8931753	0.96623784	0.5760778	0.89643645	0.6971571	0.95143795	0.7387717	0.9014277	0.6644075	0.74435425	0.7821009	0.7461471	0.862698	0.7547088	0.75159633	0.92153716	0.873181	0.8880318	0.7490305	0.84181416	0.6418563	0.94418657	0.7162154	0.698135	0.9110114	0.9329494	0.82917225	0.6648732	0.8233567	0.8289735	0.8657336	0.9393617	0.84148324	0.75132316	0.94699055	0.6683018	0.73461664	0.87166226	0.94903934	0.8438216	0.9236126	0.9110723	0.52974	0.818741	0.76537347	0.6829129	0.6667604	0.9157079	0.73699677	0.74934715	0.81879497	0.90301377	0.71370196	0.83949935	0.8424373	0.87155825	0.579894	0.80549663	0.79847574	0.7460788
diploma/noun	0.97879857	0.9643041	0.9832936	0.8108584	0.95653486	0.60499585	0.94207555	0.8181063	0.9532166	0.6848586	0.8682355	0.8095168	0.9534456	0.88934326	0.8168541	0.82231045	0.8943075	0.9649592	0.77269673	0.9750588	0.95211136	0.6217966	0.9784492	0.98495954	0.7407392	0.8454363	0.0	0.9202239	0.6005375	0.9988869	0.902658	0.97899747	0.7041615	0.64045334	0.9326325	0.97293615	0.98146147	0.9205071	0.9474617	0.9103531	0.7529483	0.93037915	0.9959105	0.908347	0.72935176	0.6931329	0.7743051	0.60141444	0.84742343	0.9048914	0.90312606	0.9566865	0.9634646	0.87603545	0.6629236	0.8050654	0.9081235	0.9567084	0.83183265	0.8934743	0.9402366	0.58613884	0.4182102	0.9537145	0.928545	0.85510767	0.923338	0.9190052	0.9524583	0.904689	0.7716319	0.8200464	0.93640745	0.5277576	0.77344143	0.95341253	0.85130554	0.7953471	0.8094976	0.80076486	0.68471944	0.81404173	0.87274176	0.74675226	0.9979544	0.8202059	0.7964675	0.9980822	0.87772924	0.9096302	0.6484641	0.61853087	0.69418406	0.8555435	0.93240565	0.69084823	0.8209684	0.5962924	0.92336345	0.7620549	0.8751396	0.98374426	0.48662627	0.87360936	0.87705064	0.8817433	0.5714437
dit/det	0.7911401	0.8236909	0.8585349	0.9158288	0.7728255	0.89836097	0.7896617	0.7383412	0.7752112	0.80279267	0.88784266	0.800614	0.9899937	0.6659769	0.87157094	0.9123608	0.70475554	0.8869591	0.930049	0.85081255	0.8796944	0.9893132	0.7407557	0.8129783	0.6753154	0.8326519	0.9202239	0.0	0.88690054	0.9490335	0.8091183	0.96297795	0.8769321	0.8009634	0.73836046	0.8911624	0.8847802	0.6859643	0.9072932	0.7408471	0.9394735	0.88217914	0.95431876	0.63669217	0.7549369	0.6485597	0.85830104	0.92531943	0.9282619	0.5184184	0.9201397	0.84934986	0.60182333	0.86241955	0.950205	0.8299919	0.77722925	0.7533458	0.8811685	0.90052253	0.8154881	0.9059989	0.936056	0.7589028	0.91197556	0.78457046	0.56147397	0.87720543	0.7931277	0.6844094	0.86282647	0.9251684	0.96105003	0.9660575	0.8500663	0.81608987	0.8849612	0.6625002	0.91095257	0.87458795	0.741651	0.9122412	0.7604226	0.82738644	0.8958353	0.85392576	0.974523	0.77977437	0.8414707	0.8143099	0.8673326	0.82723546	0.76394534	0.9050489	0.91263235	0.97194624	0.7688496	0.90083355	0.7366347	0.8420995	0.9866835	0.7677469	0.9149041	0.7214018	0.8070661	0.8454201	0.92260635
document/noun	0.9172048	0.91086155	0.9648049	0.9556397	0.65972805	0.48552918	0.830536	0.84039366	0.7583623	0.7765555	0.9701582	0.7894628	0.7843782	0.67763823	0.95298785	0.74088323	0.69054806	0.8706988	0.844277	0.9198926	0.68651265	0.72789156	0.73545897	0.90438867	0.6933925	0.78979933	0.6005375	0.88690054	0.0	0.98879063	0.98089993	0.99437445	0.67694294	0.64514714	0.9474636	0.95712674	0.79821134	0.8806409	0.9135221	0.6112052	0.6332204	0.80261725	0.9902753	0.7629286	0.36480814	0.57939196	0.77554464	0.45631427	0.8223322	0.6541892	0.8624958	0.85818225	0.7635416	0.8095924	0.832809	0.861383	0.76848197	0.9507412	0.801765	0.570235	0.65069604	0.28500783	0.27323788	0.8568612	0.7318658	0.742154	0.7047707	0.7978143	0.5654992	0.772281	0.70652854	0.45826566	0.9712733	0.37565047	0.71447814	0.7205592	0.9453124	0.6599288	0.8707721	0.84596825	0.6759687	0.7562107	0.6638882	0.5519031	0.9942403	0.8295192	0.8945847	0.86385673	0.9291439	0.7970977	0.7362734	0.41935635	0.6424702	0.591499	0.7761005	0.67596066	0.4202549	0.28689414	0.71718645	0.6909499	0.8067569	0.9330323	0.43368244	0.73008907	0.8467847	0.571265	0.55245185
doelpunt/noun	0.79117584	0.95854783	0.9992376	0.95234466	0.9980184	0.97222006	0.9911277	0.9241383	0.96543163	0.96304727	0.99979067	0.99273556	0.9591644	0.990005	0.9869498	0.99588805	0.96792305	0.9641284	0.97316194	0.999803	1.0	0.98582387	0.9966472	1.0	0.96521235	0.80745244	0.9988869	0.9490335	0.98879063	0.0	1.0	0.615966	0.9663697	0.9384085	0.9544117	0.949001	0.98178923	0.9919778	0.9320384	0.9959188	0.99309105	0.9882628	0.18932903	0.99108875	0.99024594	0.9912852	0.99737763	0.9948588	0.9736304	0.95653194	0.7603469	0.995584	0.9630663	0.9383999	0.9518535	0.9604366	0.8015298	0.9847262	0.94941723	0.98978955	0.96667606	0.96015406	0.98329693	0.72959137	0.92756736	0.9771737	0.95861757	0.9981431	0.9488835	0.9737478	0.92499316	0.9994524	0.9425151	1.0	0.640841	1.0	0.7739461	0.9891768	0.97379684	0.98835135	0.9261632	0.96729934	0.990551	0.98898584	0.1407274	0.9876326	0.98992085	0.9934186	0.957681	0.9965114	0.98653936	0.98875344	0.98511004	0.9942369	0.97889286	1.0	0.9935771	0.9996773	0.9085304	0.9844696	0.9965859	0.84748286	0.9840164	0.9987548	0.8230246	0.9701621	0.99920404
door/adj	0.99675775	0.9834893	0.87956786	0.91201633	0.97688645	0.97515345	0.9887687	0.9251647	0.971072	0.74041176	0.9942247	0.9634262	0.88402796	0.988676	0.97315204	0.8931239	0.9905663	0.97383296	0.9038862	0.99248576	0.98386234	0.97416663	0.9665133	0.98421985	0.9835058	0.88559574	0.902658	0.8091183	0.98089993	1.0	0.0	1.0	0.55869365	0.8391708	0.9801201	0.9605076	0.9907571	0.9116574	0.9910605	0.988343	0.8940755	0.75956494	0.99154437	0.9548681	0.9881782	0.93627596	0.9136745	0.9819908	0.5066664	0.93409586	0.9407939	0.98561364	0.7966085	0.93921566	0.97391474	0.8144454	0.9394665	0.97630376	0.76106775	0.98526126	0.95972556	0.96768814	0.96380335	0.9098707	0.9832786	0.85097814	0.98638546	0.9509175	0.9871974	0.98324245	0.97507435	0.9885928	0.9458047	0.99067456	0.9622232	0.9535696	0.9919119	0.9827212	0.93006086	0.9212183	0.93040353	0.9739813	0.89921504	0.9261359	1.0	0.91308826	0.59410584	0.9996305	0.9664776	0.8650887	0.98850334	0.9045714	0.92752874	0.9925824	0.9907503	0.96164197	0.9681157	0.9877512	0.98762417	0.9704122	0.9556626	0.85574853	0.98553216	0.9313578	0.967815	0.999163	0.86421186
eind_uitslag/noun	0.55294174	0.94474924	0.99349385	0.9686036	0.9774465	0.9809638	0.97699964	0.86090654	0.9757856	0.96072763	0.71216434	0.8979264	0.9728147	0.9902898	0.95481086	1.0	0.68144995	0.940211	0.9568321	0.9982977	1.0	0.9908016	0.99281794	0.9481396	0.9786716	0.8431721	0.97899747	0.96297795	0.99437445	0.615966	1.0	0.0	0.9320205	0.9487668	0.96527827	0.966804	0.97345537	0.9852728	0.9558013	0.9885412	0.9843624	0.9437766	0.6533591	0.9564553	0.88139117	0.97557634	0.9922545	0.9775097	0.9691631	0.9626692	0.88606817	0.5238284	0.9529511	0.995918	0.91263187	0.94056666	0.93080777	0.97314566	0.97078544	0.96770805	0.98443496	0.96423936	0.996626	0.9034446	0.62960947	0.92956984	1.0	0.7184005	0.9837606	0.69825494	0.88571614	0.9857221	0.9603232	1.0	0.73787844	1.0	0.64800835	0.9022958	0.9806415	0.97434634	0.9238101	0.97485906	0.944471	0.7658847	0.7035124	0.9919466	0.9998667	0.8007978	0.6328857	0.95371324	0.9468795	0.9736461	0.96085334	0.9342833	0.98486763	0.97375464	0.8100801	0.9854817	0.9528507	0.90395355	0.99774694	0.9783606	0.9625004	0.90379643	0.8809065	0.98030895	0.973657
en/vg	0.96369946	0.9603079	0.7737788	0.7651963	0.95100653	0.7494291	0.89349973	0.82914656	0.89859855	0.64408773	0.9011333	0.86237127	0.8388988	0.9001473	0.81963277	0.87858564	0.90179616	0.8473569	0.7891202	0.976801	0.85072947	0.5833938	0.89977825	0.9424692	0.84582067	0.8422478	0.7041615	0.8769321	0.67694294	0.9663697	0.55869365	0.9320205	0.0	0.5370401	0.9756389	0.6278311	0.98664176	0.9502075	0.6079868	0.9030327	0.7452941	0.80745023	0.95919675	0.9057208	0.7701465	0.7542542	0.8767286	0.605608	0.6882251	0.88268167	0.5407654	0.9279546	0.8945737	0.87240565	0.82824737	0.86975944	0.891168	0.94921696	0.68860745	0.8051196	0.9176992	0.5801083	0.59889925	0.88759154	0.85534596	0.75773954	0.93601274	0.8022002	0.8671345	0.9308557	0.83209944	0.7668891	0.65905356	0.5399004	0.8238471	0.8201567	0.8961018	0.7586343	0.8891225	0.7976655	0.85387146	0.55963683	0.85664	0.77707493	0.9756944	0.68794274	0.6666822	0.9525163	0.91371244	0.844983	0.84061986	0.6377785	0.78061587	0.851064	0.85049945	0.65649295	0.859275	0.65056956	0.9581599	0.8261078	0.62888265	0.87988496	0.7045804	0.83161855	0.7554224	0.8767446	0.64058554
enkel/adj	0.8791485	0.7802043	0.85293436	0.6591863	0.6883464	0.61930466	0.7797578	0.64643747	0.7798651	0.6161941	0.8822564	0.6636424	0.73101246	0.69987935	0.82904816	0.7831085	0.7090298	0.84084743	0.76191676	0.8891898	0.82810086	0.69154894	0.80140334	0.86146754	0.65094954	0.74895537	0.64045334	0.8009634	0.64514714	0.9384085	0.8391708	0.9487668	0.5370401	0.0	0.9556566	0.6236229	0.8061694	0.6831405	0.56566167	0.67127675	0.7265085	0.8037383	0.91935647	0.66750574	0.68690836	0.66718423	0.7746144	0.532638	0.7937691	0.68939686	0.60522187	0.7907292	0.8385105	0.7178917	0.77539766	0.6092303	0.7330053	0.83802783	0.65113086	0.9118663	0.70645845	0.53233004	0.6279761	0.8476038	0.72803235	0.645963	0.71295506	0.7766402	0.7404269	0.82175714	0.6636779	0.8263129	0.660848	0.69596326	0.69114774	0.90464646	0.87003475	0.723619	0.8302586	0.6931503	0.69378275	0.6304306	0.65185267	0.66098744	0.9237296	0.7794565	0.8394058	0.89053947	0.9204543	0.82911605	0.87662065	0.7586051	0.6328745	0.8136343	0.9077654	0.6695204	0.676821	0.7221838	0.75060976	0.59951353	0.74535227	0.8577562	0.6945081	0.71081114	0.7821833	0.7575463	0.5044583
enquête/noun	0.71825325	0.96409416	0.97522664	0.9670082	0.82567126	0.92548686	0.9202666	0.83878654	0.9315419	0.9596384	0.97041583	0.97888774	0.963193	0.8786395	0.9952299	0.99583995	0.8513486	0.96181095	0.87466866	0.96575207	0.99904275	0.9969512	0.97165227	0.8322352	0.95965356	0.88998044	0.9326325	0.73836046	0.9474636	0.9544117	0.9801201	0.96527827	0.9756389	0.9556566	0.0	0.9622432	0.95608133	0.9653499	0.9783164	0.8795806	0.95643497	0.91642356	0.96918577	0.8831005	0.8883436	0.855486	0.9973242	0.943007	0.9326384	0.79721093	0.9662096	0.9625462	0.9766121	0.93890375	0.97694284	0.9555233	0.97721744	0.8380241	0.91309685	0.99205315	0.9582703	0.97214633	0.9341611	0.9005779	0.9752033	0.865949	0.9469624	0.96250004	0.9478392	0.38487375	0.93476486	0.9838772	0.99668586	0.9952139	0.915662	0.88624394	0.67734957	0.7985	0.9782216	0.9386933	0.93977886	0.9817279	0.8905397	0.86540633	0.973065	0.9701141	0.9149375	0.5932367	0.4904573	0.93652654	0.97886246	0.91607577	0.925282	0.944202	0.9964956	0.9682004	0.8091763	0.94686276	0.84515303	0.91652644	0.98375994	0.8261774	0.9773498	0.8985436	0.96920425	0.92373395	0.9949103
euro/noun	0.98224944	0.869699	0.73839676	0.39604825	0.9614663	0.955128	0.9402676	0.75978065	0.87552583	0.85612535	0.90897614	0.932141	0.89357954	0.97503805	0.71447575	0.9929701	0.8874293	0.522555	0.33931214	0.7239632	0.7727003	0.96946377	0.96921974	0.8023372	0.96727055	0.94065386	0.97293615	0.8911624	0.95712674	0.949001	0.9605076	0.966804	0.6278311	0.6236229	0.9622432	0.0	0.98551446	0.9050267	0.07898617	0.8715813	0.6909307	0.8892263	0.9616896	0.9405001	0.90957725	0.9290954	0.98595136	0.8447476	0.8760451	0.97474927	0.28207052	0.9718411	0.9289907	0.9136609	0.6874707	0.96452695	0.80542564	0.90209067	0.7040546	0.9739131	0.94521624	0.9020412	0.9059862	0.9569976	0.9184873	0.8430997	0.9962147	0.9376273	0.9750571	0.9387012	0.9473812	0.93066967	0.3580308	0.9573183	0.6055126	0.7749486	0.8801487	0.8241465	0.6541481	0.5939083	0.77541196	0.341335	0.9035365	0.91464794	0.9761459	0.6851561	0.9917596	0.9535118	0.95555246	0.83169734	0.98559105	0.9317806	0.93149143	0.9576413	0.61921877	0.82702035	0.9585493	0.93729264	0.99374175	0.85382396	0.9459958	0.9224471	0.94710964	0.9548718	0.89855534	0.9757733	0.9298569
excuus/noun	0.9448053	0.99283415	0.9888029	0.9789648	0.9683643	0.8915928	0.9601755	0.9264801	0.256432	0.8777374	0.983173	0.725883	0.95822775	0.6176518	0.9878506	0.58880746	0.8706106	0.95927143	0.97508645	0.99951774	0.7859956	0.9843852	0.99025387	0.9343265	0.74255157	0.7003336	0.98146147	0.8847802	0.79821134	0.98178923	0.9907571	0.97345537	0.98664176	0.8061694	0.95608133	0.98551446	0.0	0.9918923	0.9847149	0.9500989	0.7909317	0.86255467	0.9701212	0.9526332	0.9175698	0.95107025	0.9760448	0.9246401	0.9695967	0.878703	0.98140943	0.90398836	0.9440596	0.953397	0.96056074	0.70197	0.8225667	0.9650962	0.97008795	0.99900657	0.9948929	0.89386034	0.9633652	0.99858725	0.8303972	0.9258077	0.7623187	0.7776392	0.8633144	0.9628173	0.9594802	0.9436064	0.9860676	0.9452682	0.6986357	0.9614879	0.9232037	0.9477936	0.9830814	0.8726124	0.8639865	0.9087268	0.9001848	0.95520484	0.97353137	0.92135376	0.8724466	0.96040684	0.9900335	0.6490712	0.96108836	0.9076515	0.9382216	0.50956535	0.97972894	0.8873353	0.7724	0.928583	0.88060284	0.96139085	0.97788656	0.96130955	0.9577073	0.9573812	0.9073651	0.84075546	0.80404115
exploitatie_vergunning/noun	0.9202429	0.69627285	0.93861765	0.97651845	0.7307639	0.9855972	0.56137276	0.60667396	0.9333441	0.7918646	0.9545998	0.8047284	0.9098315	0.6601157	0.99802077	0.9820521	0.7708703	0.8888538	0.98784846	0.6487095	0.9901037	0.9996076	0.6339012	0.8772946	0.8964166	0.8192959	0.9205071	0.6859643	0.8806409	0.9919778	0.9116574	0.9852728	0.9502075	0.6831405	0.9653499	0.9050267	0.9918923	0.0	0.9431476	0.6220849	0.9911878	0.7674092	0.97192955	0.6667986	0.9332758	0.642354	0.93134624	0.97325003	0.94917744	0.5497725	0.9873714	0.8389803	0.8313038	0.6810587	0.9928771	0.7444945	0.9026755	0.8327867	0.8499266	0.90305775	0.6949351	0.9370689	0.9510033	0.82248735	0.9207017	0.80800295	0.89487714	0.87855077	0.7357391	0.8381324	0.78165287	0.96683437	0.93418497	0.93592536	0.84939253	0.8336201	0.98123044	0.85002565	0.96714216	0.8566995	0.86934006	0.98532635	0.671438	0.6927576	0.98293847	0.99531174	0.9961163	0.9057431	0.97182834	0.85292625	0.7695136	0.84136367	0.5190697	0.98828214	0.9977638	0.8287105	0.83139247	0.90959364	0.8975557	0.7210891	0.99863577	0.8893672	0.9011966	0.7091889	0.925982	0.88599586	0.8888914
frank/noun	0.9971167	0.84777087	0.7365545	0.39948428	0.9758864	0.92754555	0.95526326	0.7933027	0.8664789	0.8764941	0.90652144	0.9206276	0.9052888	0.99224013	0.68458986	0.99610704	0.9314719	0.6098064	0.44064838	0.72719455	0.7786933	0.9424616	0.86381495	0.87722063	0.9322616	0.9300939	0.9474617	0.9072932	0.9135221	0.9320384	0.9910605	0.9558013	0.6079868	0.56566167	0.9783164	0.07898617	0.9847149	0.9431476	0.0	0.8203351	0.6651393	0.9345464	0.95272946	0.9471144	0.95043296	0.9131325	0.9749598	0.8288986	0.8600828	0.9623474	0.30650127	0.9802894	0.97331613	0.9370135	0.659933	0.9947012	0.796458	0.8094244	0.73191464	0.8658142	0.92150104	0.8492511	0.8521011	0.9668081	0.93159866	0.88230366	0.9983711	0.9486251	0.917641	0.9453781	0.90412533	0.87509865	0.30460978	0.8711404	0.6234061	0.88776445	0.90647745	0.8592615	0.7193219	0.60935503	0.7304615	0.3039688	0.93113375	0.9446476	0.9724076	0.7734339	0.9973525	0.9804035	0.989531	0.91435856	0.9834041	0.9324729	0.91789126	0.9738685	0.74687374	0.8122332	0.97071975	0.8649816	0.9979893	0.8654187	0.9432502	0.9511369	0.92948294	0.9461593	0.851632	0.97153735	0.9394934
gemeente/noun	0.8386993	0.47282165	0.9151122	0.89500105	0.57941437	0.8050387	0.3871181	0.6999212	0.8883997	0.7352339	0.8588628	0.8962046	0.9387983	0.62358946	0.95488715	0.9425799	0.5567683	0.93807954	0.90987515	0.6638553	0.8151302	0.9819193	0.42472732	0.8543244	0.83925885	0.7525484	0.9103531	0.7408471	0.6112052	0.9959188	0.988343	0.9885412	0.9030327	0.67127675	0.8795806	0.8715813	0.9500989	0.6220849	0.8203351	0.0	0.8186879	0.6500723	0.9904234	0.4185449	0.6030477	0.6771475	0.7505034	0.81387675	0.7974142	0.54561317	0.9294422	0.8879811	0.8374943	0.7312299	0.92675894	0.93149954	0.717947	0.6447049	0.7663036	0.7211206	0.55015004	0.708683	0.831396	0.8308197	0.89621663	0.48510748	0.6953536	0.89644885	0.52677226	0.76447606	0.6397084	0.67826194	0.8954619	0.78827524	0.7024307	0.8259542	0.94924545	0.7767135	0.9259244	0.7589559	0.7178221	0.8872959	0.52749234	0.581644	0.9927976	0.8777273	0.99431515	0.7206126	0.85302764	0.9454131	0.8934136	0.752838	0.388479	0.9129451	0.9309331	0.7327529	0.58742106	0.6901993	0.76843315	0.37224966	0.92542046	0.95586264	0.8434641	0.6173873	0.68064934	0.732466	0.8495828
