	aardappel/noun	afgezant/noun	aureool/noun	bed/noun	belofte/noun	bijstand/noun	blauw/noun	boodschap/noun	compliment/noun	dauw/noun	ding/noun	drank/noun	dressing/noun	droefheid/noun	ervaring/noun	euforie/noun	gave/noun	geluid/noun	geluk/noun	gerecht/noun	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	glimlach/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	helderheid/noun	herrie/noun	het/det	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	klank/noun	kleur/noun	klink/adj	komedie/noun	koning/noun	koor/noun	koor_DIM/noun	kroon/noun	kunst/noun	landschap/noun	lichaam/noun	licht/noun	lof_trompet/noun	maal/noun	maar/adv	mandaat/noun	meest/adj	melodie/noun	menu/noun	minstens/adv	missie/noun	modder/noun	moment/noun	monument/noun	muziek/noun	naam/noun	naar/adj	nul/noun	of/vg	optreden/noun	orgasme/noun	pad/noun	paradijs/noun	paradijselijk/adj	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plek/noun	plezier/noun	refrein/noun	republiek/noun	rijk/noun	ruimte/noun	rust/noun	sauna/noun	schoonheid/noun	sereniteit/noun	sfeer/noun	sopraan/noun	staat/noun	stad/noun	status/noun	stem/noun	stil/adj	symbool/noun	tafereel/noun	tegelijk/adj	tip/noun	tribunaal/noun	tuin/noun	tweeling/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	veeleer/adv	visioen/noun	voetbal_tempel/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	werkster/noun	zaak/noun	zaligheid/noun	zangeres/noun	zij/pron	zo/adv
geluk/noun	0.98588306	0.9434848	0.8543037	0.87675047	0.5925722	0.9724882	0.831674	0.84506047	0.95119447	0.9914042	0.6889163	0.9501232	0.9682787	0.58754814	0.8704601	0.62283516	0.6807784	0.8123661	0.0	0.8127034	0.8265262	0.9970233	0.86178267	0.42501283	0.93580985	0.9156204	0.78928196	0.8965616	0.73904467	0.59921455	0.9522017	0.95890814	0.64340067	0.946724	0.77863383	0.91944325	0.7650128	0.6055227	0.73745584	0.9446938	0.80084085	0.80443573	0.9343163	0.8889926	0.88562715	0.8911431	0.99005187	0.9139338	0.7140081	0.79827875	0.7237201	0.8418317	0.8093387	0.9676297	0.76090026	0.943871	0.7617821	0.7941922	0.9394278	0.9562863	0.92408013	0.97934145	0.52512354	0.9347346	0.6860413	0.9789817	0.8339348	0.96227765	0.8305489	0.88282377	0.61366963	0.9247871	0.7476339	0.78081745	0.88435453	0.96255034	0.5132935	0.9272542	0.7158751	0.7103021	0.90113395	0.81173575	0.83182657	0.85193944	0.46770906	0.7832202	0.4481913	0.5454395	0.670179	0.9253529	0.6191839	0.8835594	0.84040755	0.85776484	0.67343175	0.59747815	0.80578876	0.5752942	0.9798152	0.9555782	0.6784798	0.9413401	0.8711232	0.7587931	0.91784817	0.8475249	0.6853459	0.7050189	0.9017006	0.93995667	0.44869184	0.4504283	0.9471015	0.8610084	0.7997644	0.6869705	0.90178055	0.69890106	0.8809516
gerecht/noun	0.2986042	1.0	0.8261998	0.989811	0.88896334	0.98406017	0.9005909	0.9602342	0.8464196	0.99573433	0.94244695	0.53157544	0.4930671	0.97143483	0.93848956	0.93556786	0.9841744	0.875638	0.8127034	0.0	0.8847399	0.99701726	0.9006419	0.8665251	0.94408226	0.96946996	0.8592738	0.99998	0.79475427	0.7959637	0.99998873	0.988611	0.8737053	0.85932297	0.7593283	0.98783207	0.7743379	0.9362561	0.8484316	0.9257423	0.847897	0.8368732	0.84567624	0.97949606	0.9972661	0.8065644	0.92682606	0.95626915	0.9313321	0.91829175	0.81613564	0.8710164	1.0	0.94195515	0.93367714	0.9690399	0.8862709	0.84413433	0.2443077	0.8957816	0.9769031	0.9450271	0.93320894	0.9663465	0.7608427	0.829779	0.8983998	0.94798625	0.6723236	0.75575405	0.97559667	0.9673544	0.9616829	0.97799784	0.8896671	0.94448596	0.88589174	0.8909019	0.9683499	0.95050526	0.87650645	0.9964726	0.95050615	0.870491	0.9079721	0.8675336	0.9046269	0.8973247	0.86031884	0.89041287	0.89092255	0.98917925	0.95636165	0.8756695	0.91806376	0.87635505	0.9744787	0.9270842	0.3954488	0.9276788	0.79578567	0.9869157	0.9399822	0.8474249	0.94283855	0.9707629	0.9240294	0.94822943	0.97395974	0.9888979	0.8353383	0.90023935	0.7883212	0.9880816	0.7777444	0.8551807	0.88887393	0.9859424	0.94969624
geschenk/noun	0.9239344	0.7442628	0.80552095	0.9893788	0.8860725	0.98654175	0.8899119	0.94456434	0.70691407	0.96367705	0.8251847	0.78951776	0.95217246	0.780858	0.8378828	0.754903	0.55239177	0.83611953	0.8265262	0.8847399	0.0	0.9178598	0.93102837	0.7296814	0.8226365	0.96361274	0.7656145	0.77471095	0.8260277	0.83830947	0.91240495	0.9815532	0.91586345	0.8679751	0.8818087	0.95160806	0.9318788	0.90605456	0.8732586	0.89276177	0.81435144	0.94331825	0.7514232	0.8534431	0.44040114	0.81038404	0.89447343	0.74560654	0.8205239	0.8996665	0.87505543	0.9655037	0.94757146	0.8641356	0.8711253	0.954614	0.87240046	0.71117604	0.8964143	0.9416773	0.91050285	0.8191496	0.8491872	0.9130772	0.7497879	0.8823723	0.88791865	0.87496054	0.74859923	0.89638543	0.99059486	0.9492977	0.78535885	0.927269	0.9160671	0.95968777	0.755213	0.91796595	0.9266981	0.84241307	0.88357306	0.5317303	0.6751405	0.93525857	0.9039682	0.9239592	0.79294217	0.82644767	0.78741723	0.729577	0.8202509	0.8741622	0.76172	0.8467484	0.85044986	0.7242271	0.8253174	0.7403446	0.8729812	0.97155297	0.9124285	0.7636029	0.86740386	0.8754281	0.6617323	0.5186125	0.64867723	0.7372464	0.85167295	0.372011	0.80373263	0.79222596	0.8814867	0.7366488	0.9896585	0.9862453	0.81254923	0.7514021	0.9773095
gestreken/adj	0.9831111	1.0	0.9485406	0.88283753	0.9999022	0.9772047	0.8794341	0.87183964	0.77134293	0.6393999	0.97035193	0.8184163	0.9951525	0.9510981	0.9904365	0.95726794	0.9212341	0.6628807	0.9970233	0.99701726	0.9178598	0.0	0.995502	0.8742512	0.9864148	0.8033333	0.8318275	0.8347676	0.71445525	0.8404645	0.82786375	0.8409814	0.7345439	0.8043755	0.8154553	0.9793796	0.92353654	0.9458747	0.6461977	0.9412996	0.7113353	0.6801262	0.9004662	0.9672012	0.9986805	0.8168177	0.9476923	0.99842095	0.8996076	0.84638274	0.86892104	0.6298764	0.9996232	0.9881869	0.84624195	0.99521196	0.7670032	0.7806965	0.86419547	0.9623059	0.95207757	0.8881409	0.9108575	0.81537783	0.7036357	0.92057747	0.7342756	0.93052566	0.8058986	0.87355846	0.8775798	0.9727357	0.8936692	0.7183563	0.7733579	0.98543507	0.9053457	0.7896514	0.9401324	0.7982372	0.87050617	0.95968926	0.99906766	0.7229586	0.96837515	0.92638505	0.7755475	0.9570911	0.7648668	0.87203056	0.9346971	0.795127	0.9763152	0.8210715	0.7771207	0.9075179	0.83039415	0.83698064	0.890521	0.95835364	0.91117465	0.9938333	0.7305635	0.7932143	0.9599223	0.95691407	0.71396554	0.8530871	0.9925343	0.9156749	0.9110204	0.95080715	0.9399298	0.96954733	0.9450436	0.9072035	0.91759837	0.8856363	0.9161057
getal/noun	0.96289766	1.0	0.8329669	0.90106183	0.9101091	0.9731716	0.7739744	0.8799964	0.91487473	0.99602884	0.8500347	0.9060104	0.95524544	0.9385009	0.8662774	0.94032633	0.81551886	0.8622135	0.86178267	0.9006419	0.93102837	0.995502	0.0	0.779359	0.85954833	0.9525944	0.77934736	0.9413472	0.72374094	0.7631812	0.90040565	0.9946624	0.8699781	0.9455499	0.8062123	0.9928255	0.7525798	0.75210196	0.89000416	0.80072176	0.8922771	0.7967286	0.718791	0.8154299	0.96647406	0.8168403	0.83743423	0.9667154	0.8682508	0.82433903	0.83384645	0.86422855	0.999834	0.5863542	0.7956617	0.9850646	0.8365771	0.7846093	0.92379636	0.848506	0.9364429	0.94444823	0.9416279	0.900812	0.8333212	0.71472967	0.6876037	0.26059663	0.85347354	0.91231066	0.970782	0.97819656	0.77393687	0.8001604	0.8851381	0.9271965	0.7873491	0.86230844	0.9205873	0.96220267	0.8737012	0.85986155	0.9142029	0.9192692	0.87369895	0.9428675	0.7795011	0.90014946	0.83064884	0.87290883	0.90650815	0.90750265	0.8593104	0.82890594	0.8577622	0.6603346	0.73082966	0.7658226	0.97270113	0.96882015	0.9079918	0.97358024	0.9611621	0.75579613	0.95081735	0.8888264	0.78953516	0.7096527	0.9713369	0.8702817	0.8221252	0.77679664	0.9338743	0.9451391	0.9977035	0.99313694	0.9095248	0.9430395	0.80217695
gevoel/noun	0.9806134	0.96376246	0.87367886	0.8322082	0.78281724	0.9460486	0.6966119	0.88033015	0.8399986	0.99373674	0.56985676	0.88384974	0.93339056	0.42357713	0.67047656	0.5104197	0.64163506	0.69666684	0.42501283	0.8665251	0.7296814	0.8742512	0.779359	0.0	0.91422343	0.7118577	0.68879116	0.83003706	0.64277554	0.44693983	0.9993126	0.8786684	0.5103109	0.86410916	0.86793935	0.96505487	0.7686737	0.43414927	0.680125	0.8901947	0.6371974	0.6558339	0.75089705	0.82064563	0.8972626	0.7755873	0.84034514	0.9403522	0.6557742	0.78159344	0.680618	0.7295773	0.69611084	0.92970836	0.6582896	0.9625775	0.73921627	0.6364757	0.9005542	0.9454049	0.9688669	0.9499265	0.492024	0.9233919	0.5451066	0.9603537	0.6295544	0.89224744	0.74807763	0.8148768	0.90323985	0.9541233	0.89821005	0.778075	0.7209586	0.9590571	0.43543488	0.8168061	0.7768923	0.6138311	0.7050718	0.8823941	0.8703901	0.67653286	0.5645212	0.78498685	0.3740101	0.534869	0.39072806	0.8138135	0.73665005	0.87532103	0.908478	0.73931456	0.65246737	0.65228355	0.7525213	0.43539262	0.9086871	0.9667523	0.81459236	0.9470006	0.87283957	0.6448833	0.89685	0.8136001	0.59757596	0.8059086	0.76528716	0.9184972	0.6370595	0.61398554	0.8953642	0.83041155	0.8168278	0.79924506	0.8500924	0.72876525	0.8262884
gewaad/noun	0.9195557	0.9602288	0.71593857	0.9184604	0.878656	0.9781422	0.49878907	0.96472853	0.89336914	0.9939005	0.9234138	0.83050746	0.93049425	0.8500712	0.90537447	0.9074747	0.89208096	0.74247575	0.93580985	0.94408226	0.8226365	0.9864148	0.85954833	0.91422343	0.0	0.8943477	0.5138731	0.5847115	0.7379848	0.6980009	0.9563371	0.9168566	0.8403748	0.82226974	0.790684	0.96259403	0.90654945	0.9433804	0.687673	0.93393755	0.73147666	0.6232114	0.6499233	0.9976463	0.8707663	0.5818826	0.7732431	0.6945807	0.86979014	0.8072934	0.62698233	0.7837373	1.0	0.8603437	0.9624267	0.9957277	0.8181037	0.73455024	0.9843866	0.96792054	0.9527207	0.69212455	0.90139675	0.93523955	0.6638192	0.7031964	0.7921642	0.9565349	0.7808994	0.7791984	0.9660303	0.9628607	0.9775679	0.9209898	0.86604387	0.9443193	0.90698516	0.87425673	0.9052702	0.69422746	0.8991269	0.9639627	0.9447887	0.89598155	0.8782175	0.8991004	0.75981265	0.7386178	0.81691915	0.6198418	0.96774536	0.96147406	0.91844666	0.72696024	0.7510091	0.8499055	0.687027	0.8387234	0.98533297	0.9966505	0.8362621	0.93865407	0.8923048	0.9038593	0.94632536	0.88232946	0.8273262	0.7916648	0.85807747	0.9369436	0.9062711	0.9325972	0.8618968	0.9549038	0.98697805	0.96897966	0.67640275	0.8979002	0.9589558
gewelf/noun	0.9507416	1.0	0.75784755	0.9589164	1.0	0.9937759	0.87082964	0.94911504	0.9678046	0.9900791	0.8308052	0.9768775	0.9347923	0.80389357	0.9257958	0.93569547	0.89809436	0.76573217	0.9156204	0.96946996	0.96361274	0.8033333	0.9525944	0.7118577	0.8943477	0.0	0.90797323	0.92098236	0.8267872	0.8256905	0.97550434	0.90106785	0.7442577	0.91856116	0.7597138	1.0	0.9239663	0.8357713	0.76395655	0.97539634	0.77145565	0.70899796	0.93647623	0.9374517	0.9623575	0.93198407	0.89512306	0.9836069	0.6468658	0.69012046	0.8644928	0.5769092	0.99978197	0.9977865	0.9390777	0.97924256	0.8042095	0.84359854	0.962204	0.99065846	0.9779585	0.9700309	0.87483895	0.69328386	0.78338903	0.9578401	0.86020595	0.9923872	0.9208242	0.96709913	0.97924536	0.9811653	0.90195763	0.86326647	0.6049892	0.98713934	0.8709265	0.81547594	0.8705863	0.9377411	0.8897516	0.98503053	0.9323223	0.5614902	0.8827538	0.89189595	0.65583324	0.8430744	0.71948355	0.9235317	0.959456	0.6513188	0.8388876	0.907043	0.82940114	0.79838806	0.8192174	0.68395555	1.0	0.98187506	0.88002574	0.9926547	0.8197062	0.9122434	1.0	0.89095217	0.89693314	0.8838639	0.91064596	0.9998686	0.9521341	0.84643644	0.6065355	1.0	0.93131554	0.9298072	0.9536247	0.9612531	0.97428334
gezang/noun	0.90066457	0.9952894	0.7684229	0.9381647	0.76202065	0.97592396	0.6498181	0.7588787	0.91529393	0.99521786	0.79870546	0.57110465	0.9826766	0.8638543	0.8590414	0.7865228	0.6510435	0.38924187	0.78928196	0.8592738	0.7656145	0.8318275	0.77934736	0.68879116	0.5138731	0.90797323	0.0	0.68366593	0.46575654	0.4758035	0.9074528	0.9213084	0.5804255	0.4054491	0.7802762	0.9803467	0.832877	0.7684696	0.40627235	0.81977904	0.43590403	0.62995565	0.5182104	0.8450993	0.93181777	0.31423348	0.68953025	0.9256253	0.7491553	0.7271959	0.64105105	0.64350426	0.97213846	0.6767546	0.81944644	0.9433756	0.7251488	0.4801538	0.9111517	0.9149534	0.94168836	0.65312636	0.8332219	0.9394458	0.29607558	0.7063587	0.71540487	0.9152916	0.7148974	0.7037559	0.94653136	0.8710362	0.81480885	0.71838266	0.6021193	0.94232666	0.64420736	0.58520997	0.8348815	0.6952562	0.61966306	0.9344004	0.9573914	0.6840861	0.685425	0.7728376	0.5439172	0.67431724	0.46299595	0.32037175	0.96311677	0.94145054	0.91382563	0.3900767	0.5772178	0.8828406	0.6693778	0.6634892	0.9458973	0.9691917	0.84998316	0.9266012	0.82259774	0.67954004	0.88374275	0.9047514	0.709565	0.63920766	0.937945	0.8978121	0.7455448	0.8447804	0.79548234	0.8828876	0.82454795	0.7079479	0.4517297	0.82652915	0.7989595
glimlach/noun	0.99454767	1.0	0.8255645	0.98651105	0.93448794	0.9970301	0.8565067	0.93500197	0.55969113	0.9998883	0.9403403	0.8868754	0.9557219	0.85817	0.7932029	0.85025984	0.9579813	0.8774512	0.8965616	0.99998	0.77471095	0.8347676	0.9413472	0.83003706	0.5847115	0.92098236	0.68366593	0.0	0.78355616	0.92451936	0.99154127	0.481099	0.89423203	0.8978374	0.8581946	0.9867749	0.9439841	0.90474916	0.85240936	0.97486377	0.8741948	0.86276144	0.8196032	0.83289075	0.9154717	0.78483075	0.9802102	0.8991195	0.892903	0.7235863	0.7878665	0.8423134	1.0	0.77871096	0.8717598	0.97828436	0.7532385	0.88785136	0.9296369	0.9254939	0.97440183	0.87414324	0.83036995	0.8912007	0.86158025	0.805178	0.87690556	0.8934032	0.8807712	0.89438605	0.99393904	0.9679885	0.9667193	0.84895855	0.93782556	0.7598008	0.9204133	0.9272531	0.9713528	0.61260957	0.935902	0.9248562	0.9411758	0.90316457	0.90636617	0.97517097	0.7889645	0.836085	0.7276857	0.9123329	0.9233635	0.87869	0.6868615	0.9020401	0.82502884	0.8932143	0.6620541	0.8595396	0.90569377	0.985515	0.9214765	0.87218606	0.9485279	0.77330464	0.81593513	0.8706094	0.80985576	0.8242558	0.8937889	0.8090062	0.8844693	0.8077512	0.9096052	0.968527	0.99699056	0.9808184	0.867319	0.88556546	0.94022495
haast/adv	0.815112	0.9874459	0.7752569	0.9294274	0.6753789	0.9910942	0.7512973	0.79466534	0.8964602	0.9172297	0.8673313	0.6523392	0.77067316	0.8252264	0.8479741	0.8960602	0.6107537	0.4385628	0.73904467	0.79475427	0.8260277	0.71445525	0.72374094	0.64277554	0.7379848	0.8267872	0.46575654	0.78355616	0.0	0.48307633	0.92799044	0.8198917	0.47781122	0.6752858	0.67272854	0.9587345	0.5662254	0.68542147	0.453896	0.8360005	0.39386767	0.552251	0.6103505	0.7490393	0.92269987	0.54599464	0.7893418	0.74099	0.64854044	0.51746076	0.5516364	0.5132026	0.9761955	0.7780316	0.8451309	0.96974134	0.70508987	0.4849016	0.91580325	0.78742355	0.9451746	0.85908425	0.8275063	0.6766231	0.48420465	0.7675292	0.63872397	0.8930942	0.71493065	0.8371711	0.9369329	0.9699204	0.7532973	0.5239821	0.602381	0.8729856	0.5000087	0.6055847	0.6751055	0.8212731	0.65585977	0.87395316	0.8259444	0.58717304	0.77729094	0.87405694	0.32161504	0.7163219	0.4921921	0.5332366	0.7746966	0.7908286	0.7680601	0.56182826	0.6354991	0.65874183	0.44750202	0.5503399	0.81939924	0.93230146	0.6907759	0.71159667	0.7043413	0.68434143	0.94907117	0.90542275	0.6183933	0.5210427	0.94735605	0.89251906	0.7106704	0.7528362	0.8169396	0.873434	0.97401494	0.7678523	0.61746883	0.8318573	0.74408627
harmonie/noun	0.8793385	1.0	0.7525754	0.91092324	0.8187627	0.98832947	0.6026908	0.721325	0.918141	0.976429	0.79382455	0.8083252	0.9025182	0.78593516	0.8165816	0.7972316	0.6548978	0.50731015	0.59921455	0.7959637	0.83830947	0.8404645	0.7631812	0.44693983	0.6980009	0.8256905	0.4758035	0.92451936	0.48307633	0.0	0.97426265	0.9325351	0.2942524	0.78299206	0.70265114	0.9982188	0.747983	0.73367596	0.42390162	0.8688576	0.43559146	0.51959753	0.65924025	0.88834584	0.978383	0.5228584	0.6849921	0.92455643	0.6595455	0.73443174	0.57421786	0.6635128	0.89541674	0.88208884	0.8559995	0.91806805	0.8603835	0.3960452	0.81934094	0.92580175	0.8447622	0.88461906	0.71066535	0.8903193	0.38496584	0.79938364	0.6810322	0.90061295	0.73926175	0.6387342	0.93557924	0.8901117	0.88852644	0.77613074	0.58579266	0.83123755	0.29892755	0.65677774	0.8649004	0.8030287	0.52285534	0.89156073	0.9222958	0.61072457	0.50151503	0.7056252	0.3537537	0.40930164	0.46241105	0.544556	0.8571423	0.908172	0.8086738	0.5642862	0.7626227	0.55910444	0.784885	0.5899706	0.8345918	0.93422955	0.8085735	0.96555334	0.78171104	0.66851306	0.95926666	0.80317783	0.60983074	0.80566746	0.91608703	0.93534184	0.55855954	0.65300995	0.97498214	0.86110365	0.6558152	0.66908765	0.599507	0.85382515	0.82515025
haven/noun	0.9864382	0.98131686	0.99008304	0.5810926	0.9559371	0.9998815	0.9342064	0.6083861	0.69022775	0.8105298	0.99988294	0.94219553	0.9999567	0.95932066	1.0	0.9848498	0.88341534	0.85335976	0.9522017	0.99998873	0.91240495	0.82786375	0.90040565	0.9993126	0.9563371	0.97550434	0.9074528	0.99154127	0.92799044	0.97426265	0.0	0.98652774	0.9942164	0.97451043	0.87819713	0.99993503	0.9836719	0.99987406	0.9355368	0.90705615	0.8446575	0.9311388	0.97194356	0.9269527	0.9693012	0.9594773	0.99995005	0.98523015	0.95286936	0.6162412	0.9490008	0.8014139	0.9996042	1.0	0.92033076	0.86215526	0.9253975	0.9878243	0.99689263	0.8805761	0.95141834	0.9825131	0.9569457	0.90213495	0.9236039	0.98494	0.9767316	0.9970566	0.8499043	1.0	0.99623275	0.7491133	0.8379173	0.7906042	0.76390654	0.99715865	0.9916996	0.9999835	0.76662284	1.0	0.99732894	0.9638822	0.95816875	0.8925675	0.9504424	0.88896054	0.92107695	0.95979226	0.8009557	1.0	0.85641825	0.54816246	0.984093	0.95581144	0.8176037	0.9363643	0.90166867	0.88857263	0.99135154	0.99037004	0.80087095	0.98417985	0.7173301	0.9890865	0.9556473	0.9669805	0.9252272	0.8028015	0.8791991	0.89696944	0.86893404	0.93775684	0.996779	0.96706086	1.0	0.99253666	0.93309116	0.82410866	0.81536436
heerlijkheid/noun	0.9596845	0.98275054	0.95914066	0.9553382	0.97768795	0.98107946	0.9252418	0.9816127	0.8735815	0.88002074	0.95073193	0.95089984	0.982623	0.9481252	0.7479515	0.9426736	0.9679159	0.890995	0.95890814	0.988611	0.9815532	0.8409814	0.9946624	0.8786684	0.9168566	0.90106785	0.9213084	0.481099	0.8198917	0.9325351	0.98652774	0.0	0.8860742	0.9348974	0.89660466	0.9785691	0.948006	0.93879247	0.88842714	0.97719824	0.9141379	0.84818304	0.92499924	0.9844411	0.9535489	0.99788785	0.95922834	0.9960581	0.8781726	0.6696754	0.9494166	0.7244835	0.82210815	0.96152735	0.9845458	0.997637	0.9539104	0.9706764	0.9848523	0.99034345	0.9923725	0.9921724	0.9514754	0.7154404	0.923033	0.79020476	0.88275933	0.97691727	0.84337384	0.97759205	0.9820341	0.977025	0.9051845	0.85752344	0.98019636	0.8841341	0.9957343	0.9704941	0.9260452	0.8840742	0.98621	0.89748263	0.95077795	0.68412745	0.935371	0.94602764	0.83612424	0.9592926	0.6707623	1.0	0.9712384	0.7464192	0.6149908	0.97774595	0.90613455	0.8454958	0.79224044	0.93932444	0.9775222	0.9339001	0.8973659	0.9292753	0.82495195	0.87343264	0.7521151	0.9091971	0.8823857	0.88768536	0.9789997	0.92528415	0.91786426	0.7146272	0.97604144	0.9852817	0.9544678	0.93419075	0.94261634	0.8885024	0.93545026
helderheid/noun	0.9415814	0.9530698	0.812061	0.94247997	0.86399966	0.92921066	0.5771061	0.78172994	0.97585166	0.99915135	0.796585	0.88565856	0.85211664	0.82541937	0.8487393	0.8085559	0.7270507	0.44501203	0.64340067	0.8737053	0.91586345	0.7345439	0.8699781	0.5103109	0.8403748	0.7442577	0.5804255	0.89423203	0.47781122	0.2942524	0.9942164	0.8860742	0.0	0.7637397	0.8142892	0.964607	0.68653345	0.8103552	0.43458378	0.7609433	0.37187624	0.4480282	0.78788304	0.8217045	0.93958676	0.5850191	0.7676257	0.95321715	0.68692875	0.7144693	0.64014053	0.534111	0.93202746	0.88416314	0.8501507	0.90934604	0.7823701	0.49012142	0.9054098	0.8892281	0.8603811	0.89658827	0.6976954	0.8632026	0.4665913	0.8413967	0.75133586	0.9240807	0.78336865	0.8095118	0.9321086	0.96562815	0.9093287	0.78621894	0.60898054	0.749195	0.32278728	0.6613954	0.8980587	0.842206	0.5706242	0.86705095	0.849263	0.5475173	0.5420835	0.72257173	0.3539412	0.46544385	0.44549787	0.6365735	0.88199353	0.87456113	0.71920377	0.6063434	0.74935704	0.6030636	0.7942189	0.61345816	0.8560542	0.93269086	0.8508856	0.9897514	0.84391177	0.66822815	0.96148825	0.8370182	0.73448396	0.8624543	0.91852665	0.9394722	0.6269332	0.7583058	0.93261445	0.8793257	0.5945953	0.784589	0.72794247	0.8408065	0.8025047
herrie/noun	0.9368206	0.9700368	0.8598813	0.9585755	0.8135966	0.94233114	0.80082214	0.8860432	0.9865829	0.9074068	0.75293183	0.54517776	0.97086394	0.93093383	0.91058826	0.95555395	0.86652577	0.4189219	0.946724	0.85932297	0.8679751	0.8043755	0.9455499	0.86410916	0.82226974	0.91856116	0.4054491	0.8978374	0.6752858	0.78299206	0.97451043	0.9348974	0.7637397	0.0	0.795313	0.9752409	0.8591068	0.8249207	0.4811204	0.9727112	0.56755006	0.7592906	0.7106135	0.9551366	0.97202307	0.69209385	0.8087388	0.9873171	0.811803	0.74123704	0.78704774	0.69804096	0.9999189	0.7632352	0.70983505	0.9851746	0.77730274	0.61421305	0.8749534	0.9681436	0.9857682	0.524246	0.87496567	0.855777	0.49912405	0.9279337	0.75428385	0.9750009	0.67875236	0.8769617	0.8897315	0.799364	0.8732747	0.81132025	0.6311904	0.98935276	0.81175834	0.72862405	0.813101	0.8415448	0.64103365	0.9722151	0.8674874	0.6770064	0.8855857	0.9212119	0.74120206	0.8405303	0.63936055	0.6118313	0.99684066	0.8689744	0.9406169	0.66625094	0.5944421	0.9376859	0.80966187	0.7604703	0.9484233	1.0	0.828484	0.98987436	0.75400996	0.6712137	0.9398459	0.9915311	0.8711949	0.8124096	0.9027628	0.9309092	0.8787197	0.95779073	0.839537	0.86821544	0.95737433	0.7010231	0.6277455	0.9508892	0.7956082
het/det	0.7447304	0.8332139	0.8417073	0.8791619	0.79726493	0.8332006	0.8257002	0.92408717	0.8524567	0.8065002	0.953626	0.6947957	0.9368436	0.87499946	0.91380316	0.88497764	0.8871661	0.71690995	0.77863383	0.7593283	0.8818087	0.8154553	0.8062123	0.86793935	0.790684	0.7597138	0.7802762	0.8581946	0.67272854	0.70265114	0.87819713	0.89660466	0.8142892	0.795313	0.0	0.9136819	0.79551774	0.8315576	0.67960787	0.84033763	0.7355486	0.699581	0.71647024	0.84186864	0.8513832	0.83484024	0.88852227	0.80760354	0.8118851	0.6378782	0.77693874	0.6639603	0.9998821	0.80741346	0.8345218	0.785697	0.81274223	0.7436172	0.7128059	0.8709913	0.84394145	0.8439875	0.851072	0.60851526	0.7309562	0.87865126	0.79801357	0.89728314	0.75022185	0.7294526	0.804741	0.85037625	0.71948886	0.72530854	0.72149324	0.74316645	0.87922615	0.85156274	0.67327434	0.83072317	0.77693266	0.86371326	0.75078726	0.7008436	0.8605789	0.79871166	0.6792815	0.8912171	0.7588977	0.82901657	0.8092576	0.64162326	0.7729956	0.7419858	0.7374402	0.6963186	0.65226114	0.70750725	0.85263574	0.7513098	0.692314	0.8521246	0.7685688	0.6973586	0.9028132	0.777879	0.79771173	0.67840767	0.9396683	0.7609083	0.7101953	0.7670236	0.643837	0.88413244	0.7289994	0.8039893	0.74689007	0.8414331	0.85877573
hulp/noun	0.9785955	1.0	0.99399304	0.8959259	0.8363463	0.20615345	0.9606203	0.9423851	0.9843939	0.96093005	0.9297628	0.963624	0.98973686	0.97515523	0.94047666	0.93544424	0.86353576	0.9438029	0.91944325	0.98783207	0.95160806	0.9793796	0.9928255	0.96505487	0.96259403	1.0	0.9803467	0.9867749	0.9587345	0.9982188	0.99993503	0.9785691	0.964607	0.9752409	0.9136819	0.0	0.7953161	0.9093778	0.9887569	0.73058295	0.95727015	0.9615084	0.980685	0.8692841	0.9238284	0.9759583	0.9881619	0.97572505	0.9528867	0.9533762	0.95413214	0.9857121	1.0	0.9663025	0.9103145	0.8850116	0.92492443	0.9244835	0.9794069	0.9614083	0.9731627	0.98062575	0.9583165	0.9875752	0.98065853	0.98640627	0.9473162	0.9674804	0.6004536	0.9596356	0.83288884	0.89772844	0.9748724	0.89988625	0.9900424	0.99135876	0.9927149	0.9682905	0.91399205	0.9270594	0.9818797	0.8012164	0.58451587	0.9976761	0.9653857	0.97007513	0.9690594	0.98890334	0.979748	0.97686255	0.785304	0.94409823	0.87604904	0.9797243	0.89571834	0.91844773	0.9162064	0.9151148	0.99270177	0.63666487	0.89647704	0.92401946	0.9568432	0.76751465	0.92086506	0.96736246	0.86746913	0.9140784	0.9971557	0.9140229	0.94842917	0.9295905	0.9823388	0.5901753	0.95405495	0.9685964	0.9847625	0.40049517	0.9075397
