	sinds/prep	men/pron	taksen/noun	Canada/name	toelage/noun	LPF_minister/noun	successie_recht/noun	frank/noun	vertwijfeld/adj	Camiel/name	hoopvol/adj	nu/adv	accijns/noun	zoals/comp	overheid/noun	tarief/noun	hand/noun	maandag_avond/noun	KLM/name	administratie/noun	Informatie/name	been/noun	Lanaken/name	aanvankelijk/adj	vorder_terug/verb	invoer_recht/noun	arm/noun	ter/prep	vinger_DIM/noun	Griek/noun	hierover/pp	glas_DIM/noun	te/prep	gemeente/noun	handpalm/noun	laag/adj	omdat/comp	staat/noun	vanaf/prep	triomfantelijk/adj	alsof/comp	inkomst_belasting/noun	beeld_DIM/noun	als/comp	bovendien/adv	toegang/noun	per/prep	en/vg	zij/pron	instantie/noun	loon_belasting/noun	voortaan/adv	netjes/adj	lidstaat/noun	die/det	statie_geld/noun	belasting/noun	tol/noun	lach/adj	vinger/noun	provincie/noun	premie/noun	mag/verb	college_geld/noun	dankbaar/adj	procent/noun	verzekeraar/noun	wanneer/comp	heffing/noun	opcentiemen/noun	om/comp	onroerend_zaak_belasting/noun	feestganger/noun	langzaam/adj	dan/adv	Francis/name	Henk/name	rente/noun	eventueel/adj	echter/adv	ministerie/noun	entree/noun	heer/noun	ze/pron	belasting_dienst/noun	in/verb	even/adj	Litmanen/name	arm/adj	toegang_prijs/noun	tegelijk/adj	op/prep	over/prep	alvast/adv	bovenop/prep	verontschuldig/adj	zondag_middag/noun	energie/prefix	inmiddels/adv	fiscus/noun	hak/noun	nergens/adv	immers/adv	boete/noun	anno/prep	taks/noun	daarna/adv	boven/prep	toch/adv	stad/noun	keer/noun	het/det	meer/adj	milieu_belasting/noun	louter/adj	terwijl/comp	of/vg	toeslag/noun	teatraal/adj	dwingend/adj	percentage/noun	glas/noun	land/noun	regering/noun	zonder/comp	sanctie/noun	hoofd/noun	hij/pron	hoog/adj	voorheffing/noun	ook/adv	opslag/noun	hulpeloos/adj
hak/noun	0.88171077	0.89182734	0.83617824	0.97405547	0.8734154	0.9509439	0.8065845	0.9525725	0.89853734	0.97380656	0.91145694	0.8882348	0.83858335	0.92432004	0.89005744	0.82949066	0.88362825	0.8608948	0.95893127	0.95674366	0.9637072	0.69446695	0.70863974	0.9128387	0.9470572	0.7789433	0.8492622	0.96090597	0.87492186	0.94594306	0.9384264	0.8864922	0.86476994	0.93992645	0.88886476	0.8465886	0.8596636	0.907918	0.94685286	0.93536556	0.77958024	0.85246855	0.8743054	0.9134397	0.89859897	0.9611549	0.95473754	0.8428773	0.91540146	0.7878	0.87640965	0.9388018	0.9376041	0.9280166	0.88424677	0.89075214	0.8234184	0.79063296	0.8362907	0.8558297	0.9935711	0.8151644	0.91130525	0.8080517	0.7618186	0.8517606	0.90620166	0.8467371	0.87283087	0.9187869	0.9452613	0.92371583	0.9370208	0.89307606	0.9353758	0.98321307	0.93963635	0.76008976	0.91434866	0.816644	0.9548027	0.8288871	0.8397428	0.83668625	0.9260124	0.91545296	0.89738387	0.55854857	0.915979	0.8061911	0.8466123	0.71704715	0.67183214	0.9579289	0.8630265	0.94953656	0.9367696	0.8726814	0.8481676	0.8712212	0.0	0.9693379	0.8813338	0.796654	0.752169	0.84642655	0.9443042	0.80545413	0.95356464	0.9599403	0.81255573	0.8861072	0.9458363	0.87851906	0.922722	0.90212417	0.8106621	0.8348317	0.8567182	0.77379245	0.74615806	0.9232004	0.93669856	0.98217285	0.78640246	0.93450254	0.8201137	0.90165323	0.72197795	0.8968646	0.9016113	0.91320586	0.91747284
nergens/adv	0.84493685	0.65679896	0.76740044	0.9133727	0.91548026	0.9320088	0.76522607	0.83507794	0.9460467	0.9899667	0.8488474	0.70825493	0.7565341	0.7953117	0.6765077	0.76938045	0.78637767	0.951772	0.9716719	0.7206117	0.90262127	0.8040935	0.95923233	0.9243129	0.87129784	0.771125	0.8736891	0.86418784	0.65622187	0.88761663	0.7849858	0.9240734	0.52853763	0.86025715	0.7709279	0.7587544	0.70998096	0.82017326	0.8328066	0.8798564	0.8549392	0.7561781	0.91178495	0.7560017	0.7561	0.9453297	0.80989814	0.79345727	0.7463973	0.875993	0.8653879	0.71577764	0.7583244	0.7201054	0.761656	0.74732137	0.76972663	0.77592534	0.7907353	0.90069085	0.88393676	0.8230347	0.7689558	0.9322651	0.86019456	0.7895109	0.9018336	0.77096105	0.7196506	0.79465806	0.7367796	0.87238437	0.93393475	0.7676632	0.7530992	0.9917698	0.9605941	0.84297806	0.8550966	0.6482575	0.8814314	0.8782679	0.80268884	0.78796977	0.8559998	0.6646755	0.8226333	0.8639365	0.7759274	0.9630766	0.71785927	0.7511793	0.8711769	0.81909025	0.8137372	0.90102327	0.9193262	0.84182847	0.84136766	0.8334885	0.9693379	0.0	0.7089937	0.88135326	0.88923657	0.7746561	0.94560736	0.83795416	0.7219835	0.77892375	0.9449682	0.7503922	0.7138665	0.829899	0.8502054	0.79070354	0.6850579	0.9009331	0.7390571	0.7787901	0.7165786	0.8425107	0.7505721	0.70419717	0.7217827	0.90326124	0.9249056	0.8515429	0.7613944	0.797406	0.74667513	0.76153314	0.89135486
immers/adv	0.84800524	0.65857816	0.4718845	0.70768756	0.763311	0.93196505	0.47597873	0.52838576	0.86406755	0.9946789	0.96260035	0.6491685	0.30240887	0.5469982	0.3473481	0.35284114	0.95312446	0.9492644	0.9381693	0.5055725	0.9396668	0.9723608	0.87936914	0.8249266	0.5605273	0.42692447	0.9627751	0.73147297	0.9137226	0.8901473	0.37724715	0.9445032	0.7777587	0.62217	0.9908918	0.4006948	0.3701216	0.5716428	0.53800976	0.97565293	0.7558834	0.40132397	0.94505084	0.5496063	0.31368548	0.7929989	0.6154871	0.64456046	0.7049155	0.64745224	0.48033595	0.35666114	0.6284631	0.50992703	0.5307564	0.75041807	0.2611907	0.65538955	0.87851804	0.9363742	0.6734857	0.5119212	0.6049577	0.7638139	0.86217654	0.4215114	0.651546	0.47972083	0.30834484	0.43096805	0.49788356	0.6576685	0.9623239	0.83595926	0.5841583	0.9329226	0.9829013	0.4185698	0.36965334	0.5583019	0.7518287	0.8919038	0.9487556	0.92533916	0.45471263	0.27643204	0.94592613	0.9333004	0.8520322	0.95137537	0.7465458	0.48393226	0.6011113	0.75139105	0.4069819	0.93055147	0.9619939	0.617638	0.7189567	0.36843342	0.8813338	0.7089937	0.0	0.48067403	0.7889177	0.56866187	0.90309954	0.72458243	0.81353945	0.70896906	0.82376516	0.92917854	0.6695665	0.5097169	0.8046144	0.7126839	0.599222	0.693865	0.9469688	0.82781845	0.5388611	0.9349837	0.6641242	0.3974839	0.4940464	0.7345141	0.9320009	0.9667735	0.4535058	0.45727056	0.70369524	0.7408526	0.90994054
boete/noun	0.8575485	0.8114722	0.3951251	0.7356658	0.59748805	0.92652965	0.49597168	0.45618194	0.93516237	0.876893	0.9680264	0.8580307	0.3360147	0.6965801	0.48049664	0.4864816	0.96871585	0.94929594	0.79565775	0.57474875	0.9146433	0.963706	0.83429337	0.8463318	0.47727323	0.3449933	0.9737755	0.6352926	0.8871409	0.9714124	0.6229523	0.9052101	0.903082	0.6168896	0.95311236	0.5969106	0.4934131	0.62102103	0.53934586	0.9401489	0.8746934	0.4842639	0.91487277	0.71778464	0.5410768	0.57786345	0.57246816	0.6989765	0.7544292	0.6152767	0.61268556	0.47606492	0.7246175	0.5541271	0.54102963	0.5977939	0.3382553	0.49900472	0.9132536	0.9191322	0.79078454	0.42558527	0.68569744	0.6357012	0.9354068	0.60027343	0.6515746	0.779493	0.38495612	0.6297162	0.59771883	0.73812467	0.94881123	0.94067985	0.6973465	0.8075055	0.98537934	0.48723304	0.4066615	0.7765486	0.766114	0.7808476	0.8721833	0.8875192	0.54898435	0.39467698	0.9828615	0.9336457	0.9401576	0.6157781	0.8174739	0.61955345	0.6809612	0.8311353	0.5243882	0.99008757	0.94316226	0.8236763	0.8261881	0.4471889	0.796654	0.88135326	0.48067403	0.0	0.94226956	0.33765	0.8323797	0.8023114	0.93795276	0.7522053	0.8301578	0.91336274	0.65842247	0.48603523	0.83203393	0.8486936	0.55454224	0.49639672	0.9551166	0.93948877	0.63456357	0.8725846	0.6929721	0.5421506	0.58025306	0.60721326	0.9219754	0.91609424	0.62357426	0.55384135	0.81847525	0.7074971	0.97349536
anno/prep	0.83533704	0.7273978	0.9674988	0.9722987	0.9817307	0.99043936	0.86164284	0.92529565	0.793965	1.0	0.73279667	0.6749329	0.9705761	0.8507933	0.905291	0.9229022	0.7076093	0.8293488	0.9481144	0.90971076	0.9147683	0.8144234	0.93941104	0.86753726	0.9526031	0.9774196	0.7503516	0.9155154	0.9111133	0.68262804	0.9771246	0.7054167	0.8101035	0.9221378	0.97744197	0.9016141	0.959252	0.96556693	0.85135174	0.8092265	0.7579206	0.8914467	0.62011194	0.92651415	0.9091304	0.8992249	0.9247156	0.8600297	0.8135155	0.92489797	0.90018624	0.90929157	0.9399265	0.9015412	0.83552307	0.98160875	0.9018146	0.9300945	0.73534065	0.8574661	0.919201	0.9264494	0.86690164	0.9834399	0.74445283	0.87113136	0.9854122	0.8158775	0.9436851	0.8218238	0.97735816	0.97614324	0.8274281	0.7788571	0.8571332	0.9577655	0.78140926	0.90980566	0.87866306	0.921001	0.99756426	0.76492244	0.7494687	0.72919714	0.81395173	0.895283	0.7958649	0.8189318	0.79340464	0.8635673	0.69109356	0.82216614	0.86278087	0.9348204	0.8558026	0.93884206	0.80825233	0.8747794	0.9528973	0.85442966	0.752169	0.88923657	0.7889177	0.94226956	0.0	0.89000666	0.870585	0.8590288	0.9101124	0.9239079	0.9530967	0.88116	0.87522894	0.89378	0.8132007	0.70225024	0.78467685	0.8799731	0.62442315	0.8686091	0.8214817	0.8445853	0.85594857	0.9504223	0.89521897	0.96415365	0.7193303	0.71774113	0.85659844	0.83702815	0.8927573	0.92002404	0.71604717
taks/noun	0.8829474	0.8185888	0.4751423	0.92896795	0.620137	0.93550843	0.49381566	0.47764134	0.9783853	0.96584165	0.9552913	0.8905492	0.49055988	0.7589813	0.57698965	0.5725304	0.9513898	0.95998514	0.8173631	0.65904164	0.96938473	0.96547943	0.8101627	0.8528499	0.75620717	0.5239732	0.98987234	0.71211356	0.89416736	0.9817941	0.8173337	0.90811646	0.87193114	0.57808316	0.9488402	0.59822154	0.59534097	0.7712644	0.6836117	0.9478385	0.9671142	0.60249627	0.93675894	0.86700463	0.6045902	0.82213366	0.4762187	0.7903937	0.82307273	0.7243451	0.683928	0.53491294	0.88479733	0.752779	0.4822001	0.32271916	0.48002553	0.64095026	0.95976764	0.9209455	0.63104355	0.54288614	0.77751267	0.6818478	0.9400535	0.5877037	0.833642	0.8928257	0.43856275	0.53364235	0.5970205	0.7054335	0.9133384	0.9414999	0.83314425	0.9266186	0.99626386	0.6126307	0.63084984	0.78775156	0.895548	0.7949261	0.9591985	0.9232642	0.6855861	0.41071087	0.9720117	0.95354724	0.846715	0.7330837	0.8207948	0.49014318	0.8493137	0.86037827	0.52163565	0.97485614	0.932961	0.609807	0.94143915	0.6715869	0.84642655	0.7746561	0.56866187	0.33765	0.89000666	0.0	0.91166973	0.84216255	0.95606804	0.70295274	0.8405336	0.86217153	0.6584833	0.5219534	0.85334885	0.8301751	0.5950576	0.52801	0.9429117	0.89187706	0.62995243	0.6964053	0.79302	0.5904311	0.8070544	0.72040206	0.9344385	0.93778765	0.6789471	0.55943537	0.77629346	0.55387443	0.9756602
daarna/adv	0.95853746	0.81032574	0.8346371	0.9520712	0.8733686	0.8137295	0.953809	0.9274916	0.7481005	0.95853806	0.89375156	0.7411822	0.8867561	0.8827298	0.89114594	0.9754698	0.5785538	0.8648484	0.91395175	0.887657	0.98658234	0.69437873	0.98350155	0.8666883	0.83574873	0.91372746	0.59626824	0.7923965	0.64038247	0.6948682	0.95845664	0.5846286	0.8573083	0.9126383	0.83414805	0.9738764	0.8276502	0.85684234	0.9359235	0.78909	0.5745151	0.9312071	0.78483	0.64249146	0.8612467	0.98502105	0.86909413	0.7067737	0.90368396	0.82255644	0.89047575	0.8945938	0.64755917	0.9130176	0.8522445	0.90001667	0.88175595	0.915591	0.7216786	0.5985216	0.968619	0.87852144	0.76808375	0.81547046	0.6520921	0.9610941	0.8585037	0.615459	0.9388239	0.98965913	0.7983345	0.9427742	0.6649965	0.66909313	0.5532499	0.87821215	0.9064453	0.87942255	0.8106532	0.8985733	0.90761703	0.85873103	0.7746425	0.6590281	0.8855433	0.9667361	0.5212491	0.9136116	0.76338035	0.79617363	0.86539793	0.8906807	0.81606436	0.78871346	0.85806495	0.6582413	0.78669584	0.9090967	0.9018699	0.88535094	0.9443042	0.94560736	0.90309954	0.8323797	0.870585	0.91166973	0.0	0.83959585	0.71173275	0.92340565	0.86502624	0.8764029	0.9102237	0.9204168	0.9016501	0.49161965	0.6116785	0.90893656	0.87770647	0.82284296	0.9038755	0.59377277	0.95746076	0.9206156	0.86257344	0.760721	0.74843264	0.7690133	0.9711029	0.9564162	0.8632494	0.8076515	0.68476045
boven/prep	0.6831039	0.88782775	0.80704945	0.83076257	0.7749667	0.9720418	0.8338616	0.7317703	0.7328126	0.9457584	0.7972299	0.88294864	0.7240593	0.71550655	0.71378416	0.6555784	0.66009176	0.91405535	0.7909225	0.8059826	0.8844098	0.6865526	0.9670753	0.77147305	0.8431487	0.75318575	0.670903	0.7804017	0.93674463	0.87380856	0.8084314	0.7902949	0.7511789	0.8301443	0.8621143	0.4969098	0.79219073	0.82566893	0.685701	0.6823102	0.6910733	0.6753806	0.7821634	0.81245506	0.6820361	0.8178294	0.5407061	0.63020164	0.7820934	0.8493197	0.7520682	0.74439704	0.848005	0.8142009	0.80080974	0.78048575	0.61378133	0.83034384	0.7318622	0.81700444	0.84256744	0.6564338	0.86263824	0.88281196	0.9121939	0.524261	0.67962027	0.6798876	0.6703047	0.74819696	0.74029124	0.7758318	0.7624155	0.6122521	0.83890975	0.9821773	0.8421143	0.6023886	0.7026497	0.84958243	0.94316846	0.7027032	0.86945105	0.8543554	0.7837036	0.71031857	0.7746079	0.855219	0.7081076	0.8094679	0.8503878	0.7019684	0.6184677	0.829944	0.5398878	0.70762527	0.8714257	0.74397516	0.80638	0.7544096	0.80545413	0.83795416	0.72458243	0.8023114	0.8590288	0.84216255	0.83959585	0.0	0.89424926	0.80164033	0.8119073	0.6171036	0.79198045	0.6740022	0.90631306	0.56408644	0.5949335	0.61712015	0.8587557	0.8359911	0.55410314	0.61554384	0.77556306	0.8288408	0.71162117	0.96540475	0.6772193	0.8001769	0.5170821	0.6574029	0.9073233	0.69629174	0.84040964
toch/adv	0.97145396	0.53947306	0.88043094	0.97531784	0.96407163	0.77902675	0.9118683	0.9433715	0.70274353	0.9963762	0.6561538	0.6304182	0.906821	0.7936629	0.84159315	0.9081197	0.88319194	0.9620961	0.96275586	0.93316007	0.9954203	0.8583143	0.96927685	0.7294562	0.8799375	0.9296977	0.8727983	0.9416105	0.7708886	0.9029809	0.8853213	0.71867734	0.91372293	0.92858636	0.8302187	0.94358826	0.7693428	0.90648115	0.82806957	0.7864994	0.689106	0.90047467	0.91784513	0.5112026	0.8268757	0.9575937	0.910908	0.91437864	0.74215186	0.9184587	0.96447194	0.8496782	0.6847024	0.86460316	0.7034431	0.95448446	0.8796121	0.84863687	0.7378067	0.88964707	0.9652348	0.9485223	0.6044333	0.8953272	0.6171515	0.93094695	0.9554809	0.6833283	0.91280925	0.9185078	0.78651017	0.9798362	0.7771932	0.72757924	0.5299793	0.9945647	0.9685931	0.9197805	0.89816564	0.6307334	0.9866198	0.9594858	0.7768824	0.58696634	0.91274345	0.88300055	0.5696324	0.91984665	0.9316997	0.9684357	0.58780605	0.9312412	0.8620831	0.59424037	0.91169053	0.7926918	0.8112029	0.9969483	0.9403645	0.88712716	0.95356464	0.7219835	0.81353945	0.93795276	0.9101124	0.95606804	0.71173275	0.89424926	0.0	0.93327993	0.9028861	0.9192485	0.7356527	0.9397206	0.90403867	0.8272007	0.8670802	0.95136154	0.9118044	0.744493	0.8646953	0.87532616	0.90706974	0.8850565	0.8569412	0.9023809	0.92302144	0.6902366	0.9124016	0.9498563	0.50139713	0.95140195	0.7964593
stad/noun	0.8659656	0.8296745	0.64820826	0.9098941	0.46543175	0.97214353	0.82762146	0.53018403	0.95421845	0.9926844	0.995119	0.8492736	0.6983827	0.8099723	0.50197124	0.74183273	0.92559755	0.8941179	0.94083315	0.7704987	0.93208563	0.90333503	0.87293833	0.8558208	0.6786696	0.84432316	0.8952029	0.9455855	0.9459052	0.9749466	0.9211852	0.9688321	0.7733131	0.26074523	0.9482216	0.7605231	0.7139458	0.6907928	0.78796464	0.8805973	0.92239076	0.81350964	0.9657755	0.83865094	0.6068771	0.87688303	0.64561236	0.77024555	0.8775441	0.6997254	0.7922936	0.5452913	0.75670105	0.78308594	0.5623659	0.7981526	0.5452844	0.8130346	0.8764943	0.97706294	0.21686834	0.7256925	0.8380957	0.81542337	0.98374504	0.6533218	0.813311	0.888656	0.6566273	0.5888388	0.7115712	0.88490504	0.9105599	0.8853522	0.8906562	0.86756444	0.98163676	0.8518915	0.7236035	0.90226406	0.71822894	0.8684155	0.98149854	0.9421327	0.78413814	0.6124582	0.98596007	0.968204	0.7116155	0.9759335	0.89954066	0.6997267	0.96324927	0.8636712	0.63178647	0.9459568	0.98024994	0.8584113	0.9144448	0.85247415	0.9599403	0.77892375	0.70896906	0.7522053	0.9239079	0.70295274	0.92340565	0.80164033	0.93327993	0.0	0.9856232	0.8953653	0.67977524	0.6363022	0.95045996	0.8325511	0.7517017	0.8038415	0.8705191	0.86809707	0.6994546	0.89582485	0.7102842	0.6771537	0.84042	0.89783525	0.84729975	0.98552984	0.711538	0.61293936	0.8533493	0.9027892	0.90009785
keer/noun	0.8896049	0.9232502	0.88999736	0.9465956	0.8402554	0.98224527	0.8605444	0.7412412	0.9714574	1.0	0.9649069	0.8805193	0.81414187	0.83721507	0.8553321	0.7537148	0.94720566	0.96186334	0.9732221	0.9617668	0.9966882	0.9471506	0.9834204	0.8687513	0.8888913	0.8740616	0.95533156	0.94731146	0.92245513	0.87298954	0.85688657	0.854748	0.91913635	0.9293744	0.94936734	0.75382745	0.8027469	0.8737431	0.78285223	0.96077776	0.8919206	0.8408768	0.8183205	0.7926681	0.82411957	0.9007874	0.64377236	0.837739	0.8800353	0.9114018	0.87949675	0.750032	0.9265789	0.8719254	0.9198201	0.81593186	0.7843361	0.847633	0.8635771	0.9363954	0.8661189	0.81710887	0.75478137	0.6690355	0.8891249	0.7417588	0.8676851	0.83914906	0.77074516	0.9209853	0.818104	0.9173866	0.87804073	0.92191243	0.800904	0.98572665	0.9551849	0.78830034	0.88077164	0.8808415	0.9857435	0.8526599	0.9438632	0.8993946	0.89851516	0.8694789	0.89545685	0.76944244	0.9584905	0.79944813	0.9503648	0.9092636	0.8624739	0.92577815	0.80784297	0.9445694	0.94937474	0.97143424	0.81988704	0.8482013	0.81255573	0.9449682	0.82376516	0.8301578	0.9530967	0.8405336	0.86502624	0.8119073	0.9028861	0.9856232	0.0	0.8926718	0.7346312	0.8634872	0.87404865	0.7522945	0.72898006	0.83363223	0.94162405	0.8551149	0.76947105	0.78679174	0.89631647	0.9560022	0.8129678	0.9691831	0.8280109	0.9100046	0.8036953	0.9012344	0.87041456	0.7390887	0.8993043
het/det	0.82481825	0.84838486	0.8781609	0.88583463	0.874387	0.91863763	0.8676994	0.9078083	0.8652254	0.96918494	0.93626964	0.77354693	0.84046483	0.8053844	0.7642038	0.8941557	0.77647424	0.9074333	0.908258	0.7711769	0.5832763	0.7757886	0.9757432	0.7078662	0.75425726	0.9050249	0.7578503	0.9066551	0.78029335	0.955275	0.8750026	0.8908019	0.8098448	0.881042	0.74221927	0.70849264	0.8459984	0.9035519	0.9363177	0.8512998	0.8173804	0.85548675	0.7882162	0.8138961	0.833041	0.8463954	0.7245916	0.82944083	0.8374023	0.83669055	0.88043535	0.7958479	0.8226538	0.8501601	0.8688818	0.8251119	0.8587842	0.92295074	0.6938858	0.8454263	0.870048	0.8852	0.73818433	0.7031521	0.9303755	0.8413696	0.80738354	0.84447855	0.83662117	0.90724754	0.7407005	0.8832733	0.77717656	0.74218655	0.8856676	0.88187826	0.9270858	0.8271604	0.8327752	0.8451904	0.75041455	0.83336157	0.78085613	0.8339428	0.82886493	0.81928366	0.775032	0.96491814	0.71077573	0.88685733	0.91460407	0.8610603	0.7859477	0.8872291	0.89301443	0.8608552	0.8586873	0.8469388	0.70179176	0.84054446	0.8861072	0.7503922	0.92917854	0.91336274	0.88116	0.86217153	0.8764029	0.6171036	0.9192485	0.8953653	0.8926718	0.0	0.94412124	0.9257325	0.87881255	0.7166226	0.76068246	0.89281476	0.91845906	0.8515078	0.86749744	0.7730206	0.8886473	0.8318645	0.7649309	0.8386862	0.7969879	0.82615787	0.7115358	0.8926308	0.9311432	0.80321604	0.89992046
meer/adj	0.9701136	0.58874387	0.7492659	0.9554924	0.6210698	0.9252203	0.6669029	0.58494407	0.93961674	0.99095047	0.84256446	0.79765886	0.6195569	0.69573057	0.64830905	0.67343986	0.9196648	0.89646864	0.87985975	0.77285767	0.9116928	0.92382026	0.9191528	0.74739146	0.73095024	0.6776565	0.92903966	0.8043376	0.84040236	0.9381705	0.8067906	0.8670199	0.7893356	0.6243098	0.9545423	0.7399435	0.68354964	0.81839997	0.6654799	0.9805201	0.80430627	0.75741684	0.9113216	0.7490506	0.70870733	0.7087348	0.5925381	0.7758448	0.7172015	0.83840466	0.83525735	0.62064326	0.72330964	0.7412098	0.63392925	0.7828034	0.6161797	0.72635055	0.88510215	0.8948845	0.6932011	0.7349787	0.7018821	0.8616576	0.9001924	0.72329825	0.8411099	0.7987361	0.6356522	0.63287854	0.6185473	0.87330794	0.9031806	0.89909613	0.72245055	0.9674452	0.9924973	0.7661141	0.7927158	0.72778046	0.9077201	0.8618723	0.9257265	0.82582927	0.86086583	0.6736777	0.8940343	0.9397075	0.87569356	0.76357037	0.8198643	0.7457893	0.855635	0.857535	0.67491245	0.97495	0.921286	0.9058292	0.91566604	0.78157437	0.9458363	0.7138665	0.6695665	0.65842247	0.87522894	0.6584833	0.9102237	0.79198045	0.7356527	0.67977524	0.7346312	0.94412124	0.0	0.6724466	0.55647576	0.75199914	0.56700623	0.77985716	0.80929875	0.79175365	0.7583404	0.8219892	0.82463574	0.63152325	0.7150389	0.88259304	0.915205	0.8844951	0.7458265	0.6949079	0.7234893	0.77732617	0.9425513
milieu_belasting/noun	0.87628305	0.72902846	0.38739794	0.93317324	0.7293533	0.9396448	0.4841578	0.56464434	0.96887076	0.9818087	0.97902423	0.8820309	0.47032678	0.64379793	0.4346196	0.42432445	0.9686735	0.98230886	0.85892636	0.6083269	0.9769721	0.97092587	0.85470253	0.918573	0.59383506	0.497499	0.9826554	0.85331416	0.89510375	0.99006987	0.65071976	0.93815315	0.95604056	0.50492144	0.96557677	0.46213883	0.7175468	0.69811493	0.52945966	0.9642024	0.85337716	0.46313292	0.95676714	0.8330476	0.4571774	0.8610616	0.56578445	0.49418432	0.7744829	0.8041438	0.6383139	0.49501932	0.7810997	0.6111193	0.66871536	0.6018117	0.3030913	0.5568715	0.99151754	0.94038874	0.6026571	0.4906742	0.757303	0.74019045	0.97527075	0.47608	0.75371826	0.6763027	0.38177842	0.32294017	0.66330266	0.62019324	0.9340411	0.7991169	0.77518296	0.96233577	0.9977406	0.50678027	0.54091144	0.76213604	0.8875897	0.8592164	0.9646366	0.94007593	0.6268412	0.45092177	0.9729693	0.96063006	0.92408776	0.7545524	0.87480956	0.5048847	0.7020407	0.7128162	0.6327393	0.99717045	0.97657996	0.5898771	0.9337347	0.62171674	0.87851906	0.829899	0.5097169	0.48603523	0.89378	0.5219534	0.9204168	0.6740022	0.9397206	0.6363022	0.8634872	0.9257325	0.6724466	0.0	0.90599734	0.76433563	0.5468546	0.5534339	0.9622511	0.8601117	0.5579237	0.9283031	0.76857585	0.5494345	0.6802045	0.7964827	0.8876109	0.9562484	0.5389981	0.31794405	0.831678	0.7652393	0.96251094
louter/adj	0.9640111	0.7192714	0.85958207	0.9437952	0.91092604	0.920434	0.67829335	0.84708905	0.9333667	0.96136373	0.8731216	0.86497426	0.8043518	0.7075287	0.8270621	0.79613125	0.80868155	0.87635005	0.92925024	0.8595571	0.91976917	0.8755317	0.94875807	0.68177605	0.89251274	0.86632085	0.8173912	0.91200614	0.80752796	0.8114489	0.74191356	0.9437666	0.7632629	0.9026665	0.92834	0.8572927	0.8094836	0.766636	0.85798025	0.8466074	0.72052073	0.7880976	0.89454794	0.81646574	0.903715	0.87577474	0.88351315	0.8296656	0.6638905	0.8946432	0.8695085	0.8485502	0.88689566	0.8715332	0.7509644	0.8802904	0.7889412	0.92821324	0.72052777	0.897352	0.92712104	0.89616525	0.8537998	0.8415066	0.8558308	0.8614349	0.9056331	0.73121625	0.7957239	0.8222219	0.7257089	0.8910545	0.8691244	0.8735961	0.73452586	0.9163794	0.93790495	0.9068447	0.86531806	0.7560624	0.93341875	0.80918974	0.6740639	0.72614723	0.7915934	0.80530566	0.8482369	0.87858397	0.84463245	0.9634961	0.7719911	0.8453112	0.8221544	0.84717405	0.83768666	0.92657834	0.80768514	0.9644929	0.9808612	0.7549523	0.922722	0.8502054	0.8046144	0.83203393	0.8132007	0.85334885	0.9016501	0.90631306	0.90403867	0.95045996	0.87404865	0.87881255	0.55647576	0.90599734	0.0	0.8434993	0.71309257	0.8671005	0.5543299	0.81307507	0.8842814	0.84655136	0.85744977	0.79009664	0.7348175	0.7991707	0.8580227	0.6933565	0.86491907	0.8195139	0.7545591	0.8870847	0.9269123
terwijl/comp	0.8207294	0.76814365	0.81710947	0.90822	0.8596942	0.94712603	0.6913674	0.84348744	0.5594258	0.906861	0.63338673	0.7272717	0.79407734	0.81551105	0.7018219	0.6598059	0.41725093	0.8718075	0.7961576	0.8296536	0.9605986	0.57085925	0.95749134	0.6859764	0.77827585	0.80763596	0.37661576	0.8015781	0.68960905	0.662258	0.8145733	0.7533443	0.6145314	0.7990953	0.73789287	0.5680084	0.61853886	0.82207435	0.7576562	0.59616715	0.4268074	0.65534294	0.8145087	0.59462756	0.6275871	0.7775403	0.70076466	0.60472625	0.667418	0.68814737	0.7668656	0.6647582	0.64780104	0.85436076	0.758743	0.88060904	0.65779316	0.853837	0.6605963	0.5234063	0.80543524	0.6964896	0.6823081	0.7548379	0.7228789	0.5895294	0.7714076	0.5018769	0.7022809	0.6835336	0.74327457	0.76811934	0.6485294	0.63778603	0.5978628	0.9409622	0.7510276	0.6434343	0.7879214	0.7550593	0.92934203	0.7536024	0.72763526	0.5564232	0.74713755	0.73009634	0.5024911	0.93669236	0.48029023	0.78686637	0.67983454	0.7091634	0.7435112	0.74367934	0.70055604	0.5086504	0.7729017	0.88725674	0.7581121	0.7333169	0.90212417	0.79070354	0.7126839	0.8486936	0.70225024	0.8301751	0.49161965	0.56408644	0.8272007	0.8325511	0.7522945	0.7166226	0.75199914	0.76433563	0.8434993	0.0	0.5798274	0.74009097	0.8038144	0.6885439	0.57243246	0.5885996	0.76408887	0.9036243	0.75584483	0.95442283	0.5126512	0.5571202	0.6421062	0.65954006	0.78847945	0.70256793	0.46286583
